"dates","layer","pixel","year","value"
NA,"Greenup","44_45","2010",NA
2011-02-09,"Greenup","44_45","2011",NA
NA,"Greenup","44_45","2012",NA
NA,"Greenup","44_45","2013",NA
NA,"Greenup","44_45","2014",NA
NA,"Greenup","44_45","2015",NA
2016-02-21,"Greenup","44_45","2016",NA
NA,"Greenup","44_45","2017",NA
NA,"Greenup","44_44","2001",NA
NA,"Greenup","44_44","2002",NA
NA,"Greenup","44_44","2003",NA
NA,"Greenup","44_44","2004",NA
2005-01-01,"Greenup","44_44","2005",NA
NA,"Greenup","44_44","2006",NA
NA,"Greenup","44_44","2007",NA
NA,"Greenup","44_44","2008",NA
NA,"Greenup","44_44","2009",NA
NA,"Greenup","44_44","2010",NA
2011-02-09,"Greenup","44_44","2011",NA
NA,"Greenup","44_44","2012",NA
NA,"Greenup","44_44","2013",NA
NA,"Greenup","44_44","2014",NA
NA,"Greenup","44_44","2015",NA
2016-02-21,"Greenup","44_44","2016",NA
NA,"Greenup","44_44","2017",NA
NA,"Greenup","44_43","2001",NA
NA,"Greenup","44_43","2002",NA
NA,"Greenup","44_43","2003",NA
NA,"Greenup","44_43","2004",NA
2005-01-01,"Greenup","44_43","2005",NA
NA,"Greenup","44_43","2006",NA
NA,"Greenup","44_43","2007",NA
NA,"Greenup","44_43","2008",NA
NA,"Greenup","44_43","2009",NA
NA,"Greenup","44_43","2010",NA
2011-02-09,"Greenup","44_43","2011",NA
NA,"Greenup","44_43","2012",NA
NA,"Greenup","44_43","2013",NA
NA,"Greenup","44_43","2014",NA
NA,"Greenup","44_43","2015",NA
2016-02-21,"Greenup","44_43","2016",NA
NA,"Greenup","44_43","2017",NA
NA,"Greenup","45_43","2001",NA
NA,"Greenup","45_43","2002",NA
NA,"Greenup","45_43","2003",NA
NA,"Greenup","45_43","2004",NA
2005-01-09,"Greenup","45_43","2005",NA
NA,"Greenup","45_43","2006",NA
NA,"Greenup","45_43","2007",NA
NA,"Greenup","45_43","2008",NA
NA,"Greenup","45_43","2009",NA
NA,"Greenup","45_43","2010",NA
NA,"Greenup","45_43","2011",NA
NA,"Greenup","45_43","2012",NA
NA,"Greenup","45_43","2013",NA
NA,"Greenup","45_43","2014",NA
NA,"Greenup","45_43","2015",NA
NA,"Greenup","45_43","2016",NA
NA,"Greenup","45_43","2017",NA
NA,"Greenup","45_44","2001",NA
NA,"Greenup","45_44","2002",NA
NA,"Greenup","45_44","2003",NA
NA,"Greenup","45_44","2004",NA
2005-01-01,"Greenup","45_44","2005",NA
NA,"Greenup","45_44","2006",NA
NA,"Greenup","45_44","2007",NA
NA,"Greenup","45_44","2008",NA
NA,"Greenup","45_44","2009",NA
NA,"Greenup","45_44","2010",NA
2011-02-09,"Greenup","45_44","2011",NA
NA,"Greenup","45_44","2012",NA
NA,"Greenup","45_44","2013",NA
NA,"Greenup","45_44","2014",NA
NA,"Greenup","45_44","2015",NA
2016-02-21,"Greenup","45_44","2016",NA
NA,"Greenup","45_44","2017",NA
NA,"Greenup","45_45","2001",NA
NA,"Greenup","45_45","2002",NA
NA,"Greenup","45_45","2003",NA
NA,"Greenup","45_45","2004",NA
2005-01-01,"Greenup","45_45","2005",NA
NA,"Greenup","45_45","2006",NA
NA,"Greenup","45_45","2007",NA
NA,"Greenup","45_45","2008",NA
NA,"Greenup","45_45","2009",NA
NA,"Greenup","45_45","2010",NA
2011-02-09,"Greenup","45_45","2011",NA
NA,"Greenup","45_45","2012",NA
NA,"Greenup","45_45","2013",NA
NA,"Greenup","45_45","2014",NA
NA,"Greenup","45_45","2015",NA
2016-02-21,"Greenup","45_45","2016",NA
NA,"Greenup","45_45","2017",NA
NA,"Dormancy","43_43","2001",NA
NA,"Dormancy","43_43","2002",NA
NA,"Dormancy","43_43","2003",NA
NA,"Dormancy","43_43","2004",NA
2005-07-23,"Dormancy","43_43","2005",NA
NA,"Dormancy","43_43","2006",NA
NA,"Dormancy","43_43","2007",NA
NA,"Dormancy","43_43","2008",NA
NA,"Dormancy","43_43","2009",NA
NA,"Dormancy","43_43","2010",NA
2011-07-23,"Dormancy","43_43","2011",NA
NA,"Dormancy","43_43","2012",NA
NA,"Dormancy","43_43","2013",NA
NA,"Dormancy","43_43","2014",NA
NA,"Dormancy","43_43","2015",NA
2016-06-27,"Dormancy","43_43","2016",NA
NA,"Dormancy","43_43","2017",NA
NA,"Dormancy","43_44","2001",NA
NA,"Dormancy","43_44","2002",NA
NA,"Dormancy","43_44","2003",NA
NA,"Dormancy","43_44","2004",NA
2005-07-23,"Dormancy","43_44","2005",NA
NA,"Dormancy","43_44","2006",NA
NA,"Dormancy","43_44","2007",NA
NA,"Dormancy","43_44","2008",NA
NA,"Dormancy","43_44","2009",NA
NA,"Dormancy","43_44","2010",NA
2011-07-23,"Dormancy","43_44","2011",NA
NA,"Dormancy","43_44","2012",NA
NA,"Dormancy","43_44","2013",NA
NA,"Dormancy","43_44","2014",NA
NA,"Dormancy","43_44","2015",NA
2016-06-27,"Dormancy","43_44","2016",NA
NA,"Dormancy","43_44","2017",NA
NA,"Dormancy","43_45","2001",NA
NA,"Dormancy","43_45","2002",NA
NA,"Dormancy","43_45","2003",NA
NA,"Dormancy","43_45","2004",NA
2005-07-20,"Dormancy","43_45","2005",NA
NA,"Dormancy","43_45","2006",NA
NA,"Dormancy","43_45","2007",NA
NA,"Dormancy","43_45","2008",NA
NA,"Dormancy","43_45","2009",NA
NA,"Dormancy","43_45","2010",NA
2011-07-20,"Dormancy","43_45","2011",NA
NA,"Dormancy","43_45","2012",NA
2013-06-27,"Dormancy","43_45","2013",NA
NA,"Dormancy","43_45","2014",NA
NA,"Dormancy","43_45","2015",NA
2016-06-30,"Dormancy","43_45","2016",NA
2017-07-16,"Dormancy","43_45","2017",NA
NA,"Dormancy","44_45","2001",NA
NA,"Dormancy","44_45","2002",NA
NA,"Dormancy","44_45","2003",NA
NA,"Dormancy","44_45","2004",NA
2005-08-04,"Dormancy","44_45","2005",NA
NA,"Dormancy","44_45","2006",NA
NA,"Dormancy","44_45","2007",NA
NA,"Dormancy","44_45","2008",NA
NA,"Dormancy","44_45","2009",NA
NA,"Dormancy","44_45","2010",NA
2011-07-22,"Dormancy","44_45","2011",NA
NA,"Dormancy","44_45","2012",NA
NA,"Dormancy","44_45","2013",NA
NA,"Dormancy","44_45","2014",NA
NA,"Dormancy","44_45","2015",NA
2016-06-29,"Dormancy","44_45","2016",NA
NA,"Dormancy","44_45","2017",NA
NA,"Dormancy","44_44","2001",NA
NA,"Dormancy","44_44","2002",NA
NA,"Dormancy","44_44","2003",NA
NA,"Dormancy","44_44","2004",NA
2005-08-04,"Dormancy","44_44","2005",NA
NA,"Dormancy","44_44","2006",NA
NA,"Dormancy","44_44","2007",NA
NA,"Dormancy","44_44","2008",NA
NA,"Dormancy","44_44","2009",NA
NA,"Dormancy","44_44","2010",NA
2011-07-22,"Dormancy","44_44","2011",NA
NA,"Dormancy","44_44","2012",NA
NA,"Dormancy","44_44","2013",NA
NA,"Dormancy","44_44","2014",NA
NA,"Dormancy","44_44","2015",NA
2016-06-29,"Dormancy","44_44","2016",NA
NA,"Dormancy","44_44","2017",NA
NA,"Dormancy","44_43","2001",NA
NA,"Dormancy","44_43","2002",NA
NA,"Dormancy","44_43","2003",NA
NA,"Dormancy","44_43","2004",NA
2005-08-04,"Dormancy","44_43","2005",NA
NA,"Dormancy","44_43","2006",NA
NA,"Dormancy","44_43","2007",NA
NA,"Dormancy","44_43","2008",NA
NA,"Dormancy","44_43","2009",NA
NA,"Dormancy","44_43","2010",NA
2011-07-22,"Dormancy","44_43","2011",NA
NA,"Dormancy","44_43","2012",NA
NA,"Dormancy","44_43","2013",NA
NA,"Dormancy","44_43","2014",NA
NA,"Dormancy","44_43","2015",NA
2016-06-29,"Dormancy","44_43","2016",NA
NA,"Dormancy","44_43","2017",NA
NA,"Dormancy","45_43","2001",NA
NA,"Dormancy","45_43","2002",NA
NA,"Dormancy","45_43","2003",NA
NA,"Dormancy","45_43","2004",NA
2005-08-02,"Dormancy","45_43","2005",NA
NA,"Dormancy","45_43","2006",NA
NA,"Dormancy","45_43","2007",NA
NA,"Dormancy","45_43","2008",NA
NA,"Dormancy","45_43","2009",NA
NA,"Dormancy","45_43","2010",NA
NA,"Dormancy","45_43","2011",NA
NA,"Dormancy","45_43","2012",NA
NA,"Dormancy","45_43","2013",NA
NA,"Dormancy","45_43","2014",NA
NA,"Dormancy","45_43","2015",NA
NA,"Dormancy","45_43","2016",NA
NA,"Dormancy","45_43","2017",NA
NA,"Dormancy","45_44","2001",NA
NA,"Dormancy","45_44","2002",NA
NA,"Dormancy","45_44","2003",NA
NA,"Dormancy","45_44","2004",NA
2005-08-04,"Dormancy","45_44","2005",NA
NA,"Dormancy","45_44","2006",NA
NA,"Dormancy","45_44","2007",NA
NA,"Dormancy","45_44","2008",NA
NA,"Dormancy","45_44","2009",NA
NA,"Dormancy","45_44","2010",NA
2011-07-22,"Dormancy","45_44","2011",NA
NA,"Dormancy","45_44","2012",NA
NA,"Dormancy","45_44","2013",NA
NA,"Dormancy","45_44","2014",NA
NA,"Dormancy","45_44","2015",NA
2016-06-29,"Dormancy","45_44","2016",NA
NA,"Dormancy","45_44","2017",NA
NA,"Dormancy","45_45","2001",NA
NA,"Dormancy","45_45","2002",NA
NA,"Dormancy","45_45","2003",NA
NA,"Dormancy","45_45","2004",NA
2005-08-04,"Dormancy","45_45","2005",NA
NA,"Dormancy","45_45","2006",NA
NA,"Dormancy","45_45","2007",NA
NA,"Dormancy","45_45","2008",NA
NA,"Dormancy","45_45","2009",NA
NA,"Dormancy","45_45","2010",NA
2011-07-22,"Dormancy","45_45","2011",NA
NA,"Dormancy","45_45","2012",NA
NA,"Dormancy","45_45","2013",NA
NA,"Dormancy","45_45","2014",NA
NA,"Dormancy","45_45","2015",NA
2016-06-29,"Dormancy","45_45","2016",NA
NA,"Dormancy","45_45","2017",NA
NA,"Maturity","43_43","2001",NA
NA,"Maturity","43_43","2002",NA
NA,"Maturity","43_43","2003",NA
NA,"Maturity","43_43","2004",NA
2005-04-30,"Maturity","43_43","2005",NA
NA,"Maturity","43_43","2006",NA
NA,"Maturity","43_43","2007",NA
NA,"Maturity","43_43","2008",NA
NA,"Maturity","43_43","2009",NA
NA,"Maturity","43_43","2010",NA
2011-05-04,"Maturity","43_43","2011",NA
NA,"Maturity","43_43","2012",NA
NA,"Maturity","43_43","2013",NA
NA,"Maturity","43_43","2014",NA
NA,"Maturity","43_43","2015",NA
2016-04-23,"Maturity","43_43","2016",NA
NA,"Maturity","43_43","2017",NA
NA,"Maturity","43_44","2001",NA
NA,"Maturity","43_44","2002",NA
NA,"Maturity","43_44","2003",NA
NA,"Maturity","43_44","2004",NA
2005-04-30,"Maturity","43_44","2005",NA
NA,"Maturity","43_44","2006",NA
NA,"Maturity","43_44","2007",NA
NA,"Maturity","43_44","2008",NA
NA,"Maturity","43_44","2009",NA
NA,"Maturity","43_44","2010",NA
2011-05-04,"Maturity","43_44","2011",NA
NA,"Maturity","43_44","2012",NA
NA,"Maturity","43_44","2013",NA
NA,"Maturity","43_44","2014",NA
NA,"Maturity","43_44","2015",NA
2016-04-23,"Maturity","43_44","2016",NA
NA,"Maturity","43_44","2017",NA
NA,"Maturity","43_45","2001",NA
NA,"Maturity","43_45","2002",NA
NA,"Maturity","43_45","2003",NA
NA,"Maturity","43_45","2004",NA
2005-04-28,"Maturity","43_45","2005",NA
NA,"Maturity","43_45","2006",NA
NA,"Maturity","43_45","2007",NA
NA,"Maturity","43_45","2008",NA
NA,"Maturity","43_45","2009",NA
NA,"Maturity","43_45","2010",NA
2011-04-25,"Maturity","43_45","2011",NA
NA,"Maturity","43_45","2012",NA
2013-04-02,"Maturity","43_45","2013",NA
NA,"Maturity","43_45","2014",NA
NA,"Maturity","43_45","2015",NA
2016-04-23,"Maturity","43_45","2016",NA
2017-05-01,"Maturity","43_45","2017",NA
NA,"Maturity","44_45","2001",NA
NA,"Maturity","44_45","2002",NA
NA,"Maturity","44_45","2003",NA
NA,"Maturity","44_45","2004",NA
2005-04-29,"Maturity","44_45","2005",NA
NA,"Maturity","44_45","2006",NA
NA,"Maturity","44_45","2007",NA
NA,"Maturity","44_45","2008",NA
NA,"Maturity","44_45","2009",NA
NA,"Maturity","44_45","2010",NA
2011-05-12,"Maturity","44_45","2011",NA
NA,"Maturity","44_45","2012",NA
NA,"Maturity","44_45","2013",NA
NA,"Maturity","44_45","2014",NA
NA,"Maturity","44_45","2015",NA
2016-04-25,"Maturity","44_45","2016",NA
NA,"Maturity","44_45","2017",NA
NA,"Maturity","44_44","2001",NA
NA,"Maturity","44_44","2002",NA
NA,"Maturity","44_44","2003",NA
NA,"Maturity","44_44","2004",NA
2005-04-29,"Maturity","44_44","2005",NA
NA,"Maturity","44_44","2006",NA
NA,"Maturity","44_44","2007",NA
NA,"Maturity","44_44","2008",NA
NA,"Maturity","44_44","2009",NA
NA,"Maturity","44_44","2010",NA
2011-05-12,"Maturity","44_44","2011",NA
NA,"Maturity","44_44","2012",NA
NA,"Maturity","44_44","2013",NA
NA,"Maturity","44_44","2014",NA
NA,"Maturity","44_44","2015",NA
2016-04-25,"Maturity","44_44","2016",NA
NA,"Maturity","44_44","2017",NA
NA,"Maturity","44_43","2001",NA
NA,"Maturity","44_43","2002",NA
NA,"Maturity","44_43","2003",NA
NA,"Maturity","44_43","2004",NA
2005-04-29,"Maturity","44_43","2005",NA
NA,"Maturity","44_43","2006",NA
NA,"Maturity","44_43","2007",NA
NA,"Maturity","44_43","2008",NA
NA,"Maturity","44_43","2009",NA
NA,"Maturity","44_43","2010",NA
2011-05-12,"Maturity","44_43","2011",NA
NA,"Maturity","44_43","2012",NA
NA,"Maturity","44_43","2013",NA
NA,"Maturity","44_43","2014",NA
NA,"Maturity","44_43","2015",NA
2016-04-25,"Maturity","44_43","2016",NA
NA,"Maturity","44_43","2017",NA
NA,"Maturity","45_43","2001",NA
NA,"Maturity","45_43","2002",NA
NA,"Maturity","45_43","2003",NA
NA,"Maturity","45_43","2004",NA
2005-05-05,"Maturity","45_43","2005",NA
NA,"Maturity","45_43","2006",NA
NA,"Maturity","45_43","2007",NA
NA,"Maturity","45_43","2008",NA
NA,"Maturity","45_43","2009",NA
NA,"Maturity","45_43","2010",NA
NA,"Maturity","45_43","2011",NA
NA,"Maturity","45_43","2012",NA
NA,"Maturity","45_43","2013",NA
NA,"Maturity","45_43","2014",NA
NA,"Maturity","45_43","2015",NA
NA,"Maturity","45_43","2016",NA
NA,"Maturity","45_43","2017",NA
NA,"Maturity","45_44","2001",NA
NA,"Maturity","45_44","2002",NA
NA,"Maturity","45_44","2003",NA
NA,"Maturity","45_44","2004",NA
2005-04-29,"Maturity","45_44","2005",NA
NA,"Maturity","45_44","2006",NA
NA,"Maturity","45_44","2007",NA
NA,"Maturity","45_44","2008",NA
NA,"Maturity","45_44","2009",NA
NA,"Maturity","45_44","2010",NA
2011-05-12,"Maturity","45_44","2011",NA
NA,"Maturity","45_44","2012",NA
NA,"Maturity","45_44","2013",NA
NA,"Maturity","45_44","2014",NA
NA,"Maturity","45_44","2015",NA
2016-04-25,"Maturity","45_44","2016",NA
NA,"Maturity","45_44","2017",NA
NA,"Maturity","45_45","2001",NA
NA,"Maturity","45_45","2002",NA
NA,"Maturity","45_45","2003",NA
NA,"Maturity","45_45","2004",NA
2005-04-29,"Maturity","45_45","2005",NA
NA,"Maturity","45_45","2006",NA
NA,"Maturity","45_45","2007",NA
NA,"Maturity","45_45","2008",NA
NA,"Maturity","45_45","2009",NA
NA,"Maturity","45_45","2010",NA
2011-05-12,"Maturity","45_45","2011",NA
NA,"Maturity","45_45","2012",NA
NA,"Maturity","45_45","2013",NA
NA,"Maturity","45_45","2014",NA
NA,"Maturity","45_45","2015",NA
2016-04-25,"Maturity","45_45","2016",NA
NA,"Maturity","45_45","2017",NA
NA,"MidGreendown","43_43","2001",NA
NA,"MidGreendown","43_43","2002",NA
NA,"MidGreendown","43_43","2003",NA
NA,"MidGreendown","43_43","2004",NA
2005-06-29,"MidGreendown","43_43","2005",NA
NA,"MidGreendown","43_43","2006",NA
NA,"MidGreendown","43_43","2007",NA
NA,"MidGreendown","43_43","2008",NA
NA,"MidGreendown","43_43","2009",NA
NA,"MidGreendown","43_43","2010",NA
2011-07-01,"MidGreendown","43_43","2011",NA
NA,"MidGreendown","43_43","2012",NA
NA,"MidGreendown","43_43","2013",NA
NA,"MidGreendown","43_43","2014",NA
NA,"MidGreendown","43_43","2015",NA
2016-06-05,"MidGreendown","43_43","2016",NA
NA,"MidGreendown","43_43","2017",NA
NA,"MidGreendown","43_44","2001",NA
NA,"MidGreendown","43_44","2002",NA
NA,"MidGreendown","43_44","2003",NA
NA,"MidGreendown","43_44","2004",NA
2005-06-29,"MidGreendown","43_44","2005",NA
NA,"MidGreendown","43_44","2006",NA
NA,"MidGreendown","43_44","2007",NA
NA,"MidGreendown","43_44","2008",NA
NA,"MidGreendown","43_44","2009",NA
NA,"MidGreendown","43_44","2010",NA
2011-07-01,"MidGreendown","43_44","2011",NA
NA,"MidGreendown","43_44","2012",NA
NA,"MidGreendown","43_44","2013",NA
NA,"MidGreendown","43_44","2014",NA
NA,"MidGreendown","43_44","2015",NA
2016-06-05,"MidGreendown","43_44","2016",NA
NA,"MidGreendown","43_44","2017",NA
NA,"MidGreendown","43_45","2001",NA
NA,"MidGreendown","43_45","2002",NA
NA,"MidGreendown","43_45","2003",NA
NA,"MidGreendown","43_45","2004",NA
2005-06-25,"MidGreendown","43_45","2005",NA
NA,"MidGreendown","43_45","2006",NA
NA,"MidGreendown","43_45","2007",NA
NA,"MidGreendown","43_45","2008",NA
NA,"MidGreendown","43_45","2009",NA
NA,"MidGreendown","43_45","2010",NA
2011-06-30,"MidGreendown","43_45","2011",NA
NA,"MidGreendown","43_45","2012",NA
2013-05-20,"MidGreendown","43_45","2013",NA
NA,"MidGreendown","43_45","2014",NA
NA,"MidGreendown","43_45","2015",NA
2016-06-07,"MidGreendown","43_45","2016",NA
2017-06-17,"MidGreendown","43_45","2017",NA
NA,"MidGreendown","44_45","2001",NA
NA,"MidGreendown","44_45","2002",NA
NA,"MidGreendown","44_45","2003",NA
NA,"MidGreendown","44_45","2004",NA
2005-07-01,"MidGreendown","44_45","2005",NA
NA,"MidGreendown","44_45","2006",NA
NA,"MidGreendown","44_45","2007",NA
NA,"MidGreendown","44_45","2008",NA
NA,"MidGreendown","44_45","2009",NA
NA,"MidGreendown","44_45","2010",NA
2011-07-01,"MidGreendown","44_45","2011",NA
NA,"MidGreendown","44_45","2012",NA
NA,"MidGreendown","44_45","2013",NA
NA,"MidGreendown","44_45","2014",NA
NA,"MidGreendown","44_45","2015",NA
2016-06-08,"MidGreendown","44_45","2016",NA
NA,"MidGreendown","44_45","2017",NA
NA,"MidGreendown","44_44","2001",NA
NA,"MidGreendown","44_44","2002",NA
NA,"MidGreendown","44_44","2003",NA
NA,"MidGreendown","44_44","2004",NA
2005-07-01,"MidGreendown","44_44","2005",NA
NA,"MidGreendown","44_44","2006",NA
NA,"MidGreendown","44_44","2007",NA
NA,"MidGreendown","44_44","2008",NA
NA,"MidGreendown","44_44","2009",NA
NA,"MidGreendown","44_44","2010",NA
2011-07-01,"MidGreendown","44_44","2011",NA
NA,"MidGreendown","44_44","2012",NA
NA,"MidGreendown","44_44","2013",NA
NA,"MidGreendown","44_44","2014",NA
NA,"MidGreendown","44_44","2015",NA
2016-06-08,"MidGreendown","44_44","2016",NA
NA,"MidGreendown","44_44","2017",NA
NA,"MidGreendown","44_43","2001",NA
NA,"MidGreendown","44_43","2002",NA
NA,"MidGreendown","44_43","2003",NA
NA,"MidGreendown","44_43","2004",NA
2005-07-01,"MidGreendown","44_43","2005",NA
NA,"MidGreendown","44_43","2006",NA
NA,"MidGreendown","44_43","2007",NA
NA,"MidGreendown","44_43","2008",NA
NA,"MidGreendown","44_43","2009",NA
NA,"MidGreendown","44_43","2010",NA
2011-07-01,"MidGreendown","44_43","2011",NA
NA,"MidGreendown","44_43","2012",NA
NA,"MidGreendown","44_43","2013",NA
NA,"MidGreendown","44_43","2014",NA
NA,"MidGreendown","44_43","2015",NA
2016-06-08,"MidGreendown","44_43","2016",NA
NA,"MidGreendown","44_43","2017",NA
NA,"MidGreendown","45_43","2001",NA
NA,"MidGreendown","45_43","2002",NA
NA,"MidGreendown","45_43","2003",NA
NA,"MidGreendown","45_43","2004",NA
2005-06-30,"MidGreendown","45_43","2005",NA
NA,"MidGreendown","45_43","2006",NA
NA,"MidGreendown","45_43","2007",NA
NA,"MidGreendown","45_43","2008",NA
NA,"MidGreendown","45_43","2009",NA
NA,"MidGreendown","45_43","2010",NA
NA,"MidGreendown","45_43","2011",NA
NA,"MidGreendown","45_43","2012",NA
NA,"MidGreendown","45_43","2013",NA
NA,"MidGreendown","45_43","2014",NA
NA,"MidGreendown","45_43","2015",NA
NA,"MidGreendown","45_43","2016",NA
NA,"MidGreendown","45_43","2017",NA
NA,"MidGreendown","45_44","2001",NA
NA,"MidGreendown","45_44","2002",NA
NA,"MidGreendown","45_44","2003",NA
NA,"MidGreendown","45_44","2004",NA
2005-07-01,"MidGreendown","45_44","2005",NA
NA,"MidGreendown","45_44","2006",NA
NA,"MidGreendown","45_44","2007",NA
NA,"MidGreendown","45_44","2008",NA
NA,"MidGreendown","45_44","2009",NA
NA,"MidGreendown","45_44","2010",NA
2011-07-01,"MidGreendown","45_44","2011",NA
NA,"MidGreendown","45_44","2012",NA
NA,"MidGreendown","45_44","2013",NA
NA,"MidGreendown","45_44","2014",NA
NA,"MidGreendown","45_44","2015",NA
2016-06-08,"MidGreendown","45_44","2016",NA
NA,"MidGreendown","45_44","2017",NA
NA,"MidGreendown","45_45","2001",NA
NA,"MidGreendown","45_45","2002",NA
NA,"MidGreendown","45_45","2003",NA
NA,"MidGreendown","45_45","2004",NA
2005-07-01,"MidGreendown","45_45","2005",NA
NA,"MidGreendown","45_45","2006",NA
NA,"MidGreendown","45_45","2007",NA
NA,"MidGreendown","45_45","2008",NA
NA,"MidGreendown","45_45","2009",NA
NA,"MidGreendown","45_45","2010",NA
2011-07-01,"MidGreendown","45_45","2011",NA
NA,"MidGreendown","45_45","2012",NA
NA,"MidGreendown","45_45","2013",NA
NA,"MidGreendown","45_45","2014",NA
NA,"MidGreendown","45_45","2015",NA
2016-06-08,"MidGreendown","45_45","2016",NA
NA,"MidGreendown","45_45","2017",NA
NA,"MidGreenup","43_43","2001",NA
NA,"MidGreenup","43_43","2002",NA
NA,"MidGreenup","43_43","2003",NA
NA,"MidGreenup","43_43","2004",NA
2005-03-14,"MidGreenup","43_43","2005",NA
NA,"MidGreenup","43_43","2006",NA
NA,"MidGreenup","43_43","2007",NA
NA,"MidGreenup","43_43","2008",NA
NA,"MidGreenup","43_43","2009",NA
NA,"MidGreenup","43_43","2010",NA
2011-03-24,"MidGreenup","43_43","2011",NA
NA,"MidGreenup","43_43","2012",NA
NA,"MidGreenup","43_43","2013",NA
NA,"MidGreenup","43_43","2014",NA
NA,"MidGreenup","43_43","2015",NA
2016-03-18,"MidGreenup","43_43","2016",NA
NA,"MidGreenup","43_43","2017",NA
NA,"MidGreenup","43_44","2001",NA
NA,"MidGreenup","43_44","2002",NA
NA,"MidGreenup","43_44","2003",NA
NA,"MidGreenup","43_44","2004",NA
2005-03-14,"MidGreenup","43_44","2005",NA
NA,"MidGreenup","43_44","2006",NA
NA,"MidGreenup","43_44","2007",NA
NA,"MidGreenup","43_44","2008",NA
NA,"MidGreenup","43_44","2009",NA
NA,"MidGreenup","43_44","2010",NA
2011-03-24,"MidGreenup","43_44","2011",NA
NA,"MidGreenup","43_44","2012",NA
NA,"MidGreenup","43_44","2013",NA
NA,"MidGreenup","43_44","2014",NA
NA,"MidGreenup","43_44","2015",NA
2016-03-18,"MidGreenup","43_44","2016",NA
NA,"MidGreenup","43_44","2017",NA
NA,"MidGreenup","43_45","2001",NA
NA,"MidGreenup","43_45","2002",NA
NA,"MidGreenup","43_45","2003",NA
NA,"MidGreenup","43_45","2004",NA
2005-03-14,"MidGreenup","43_45","2005",NA
NA,"MidGreenup","43_45","2006",NA
NA,"MidGreenup","43_45","2007",NA
NA,"MidGreenup","43_45","2008",NA
NA,"MidGreenup","43_45","2009",NA
NA,"MidGreenup","43_45","2010",NA
2011-03-10,"MidGreenup","43_45","2011",NA
NA,"MidGreenup","43_45","2012",NA
2013-03-15,"MidGreenup","43_45","2013",NA
NA,"MidGreenup","43_45","2014",NA
NA,"MidGreenup","43_45","2015",NA
2016-03-17,"MidGreenup","43_45","2016",NA
2017-04-10,"MidGreenup","43_45","2017",NA
NA,"MidGreenup","44_45","2001",NA
NA,"MidGreenup","44_45","2002",NA
NA,"MidGreenup","44_45","2003",NA
NA,"MidGreenup","44_45","2004",NA
2005-04-02,"MidGreenup","44_45","2005",NA
NA,"MidGreenup","44_45","2006",NA
NA,"MidGreenup","44_45","2007",NA
NA,"MidGreenup","44_45","2008",NA
NA,"MidGreenup","44_45","2009",NA
NA,"MidGreenup","44_45","2010",NA
2011-04-05,"MidGreenup","44_45","2011",NA
NA,"MidGreenup","44_45","2012",NA
NA,"MidGreenup","44_45","2013",NA
NA,"MidGreenup","44_45","2014",NA
NA,"MidGreenup","44_45","2015",NA
