Category,ID,Latitude,Longitude,Date,MODIS_Tile,MYD13Q1_006_Line_Y_250m,MYD13Q1_006_Sample_X_250m,MYD13Q1_006__250m_16_days_NDVI,MYD13Q1_006__250m_16_days_VI_Quality,MYD13Q1_006__250m_16_days_VI_Quality_bitmask,MYD13Q1_006__250m_16_days_VI_Quality_MODLAND,MYD13Q1_006__250m_16_days_VI_Quality_MODLAND_Description,MYD13Q1_006__250m_16_days_VI_Quality_VI_Usefulness,MYD13Q1_006__250m_16_days_VI_Quality_VI_Usefulness_Description,MYD13Q1_006__250m_16_days_VI_Quality_Aerosol_Quantity,MYD13Q1_006__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MYD13Q1_006__250m_16_days_VI_Quality_Adjacent_cloud_detected,MYD13Q1_006__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MYD13Q1_006__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MYD13Q1_006__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MYD13Q1_006__250m_16_days_VI_Quality_Mixed_Clouds,MYD13Q1_006__250m_16_days_VI_Quality_Mixed_Clouds_Description,MYD13Q1_006__250m_16_days_VI_Quality_Land/Water_Mask,MYD13Q1_006__250m_16_days_VI_Quality_Land/Water_Mask_Description,MYD13Q1_006__250m_16_days_VI_Quality_Possible_snow/ice,MYD13Q1_006__250m_16_days_VI_Quality_Possible_snow/ice_Description,MYD13Q1_006__250m_16_days_VI_Quality_Possible_shadow,MYD13Q1_006__250m_16_days_VI_Quality_Possible_shadow_Description
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-06-01,h10v06,898.0,3925.0,0.5476,36254.0,0b1000110110011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b10,Average,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-06-17,h10v06,898.0,3925.0,0.6729,4233.0,0b0001000010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-07-03,h10v06,898.0,3925.0,0.6982,4233.0,0b0001000010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-07-19,h10v06,898.0,3925.0,0.6212,4365.0,0b0001000100001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-08-04,h10v06,898.0,3925.0,0.645,4369.0,0b0001000100010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-08-20,h10v06,898.0,3925.0,0.6866,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-09-05,h10v06,898.0,3925.0,0.258,4106.0,0b0001000000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-09-21,h10v06,898.0,3925.0,0.7186,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-10-07,h10v06,898.0,3925.0,0.6378,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-10-23,h10v06,898.0,3925.0,0.5909,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-11-08,h10v06,898.0,3925.0,0.5581,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-11-24,h10v06,898.0,3925.0,0.535,35148.0,0b1000100101001100,0b00,VI produced with good quality,0b0011,Decreasing quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-12-10,h10v06,898.0,3925.0,0.5232,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2012-12-26,h10v06,898.0,3925.0,0.4919,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-01-09,h10v06,898.0,3925.0,0.5344,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-01-25,h10v06,898.0,3925.0,0.4789,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-02-10,h10v06,898.0,3925.0,0.4901,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-02-26,h10v06,898.0,3925.0,0.4944,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-03-14,h10v06,898.0,3925.0,0.4576,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-03-30,h10v06,898.0,3925.0,0.4341,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-04-15,h10v06,898.0,3925.0,0.5406,4233.0,0b0001000010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-05-01,h10v06,898.0,3925.0,0.5671,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-05-17,h10v06,898.0,3925.0,0.5943,4365.0,0b0001000100001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-06-02,h10v06,898.0,3925.0,0.4872,4106.0,0b0001000000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-06-18,h10v06,898.0,3925.0,0.6527,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-07-04,h10v06,898.0,3925.0,0.5735,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-07-20,h10v06,898.0,3925.0,0.6748,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-08-05,h10v06,898.0,3925.0,0.681,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-08-21,h10v06,898.0,3925.0,0.7433,4369.0,0b0001000100010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-09-06,h10v06,898.0,3925.0,0.7151,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-09-22,h10v06,898.0,3925.0,0.7286,4369.0,0b0001000100010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-10-08,h10v06,898.0,3925.0,0.7096,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-10-24,h10v06,898.0,3925.0,0.656,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-11-09,h10v06,898.0,3925.0,0.7196,4233.0,0b0001000010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-11-25,h10v06,898.0,3925.0,0.6085,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-12-11,h10v06,898.0,3925.0,0.6323,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2013-12-27,h10v06,898.0,3925.0,0.5709,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-01-09,h10v06,898.0,3925.0,0.5709,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-01-25,h10v06,898.0,3925.0,0.5438,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-02-10,h10v06,898.0,3925.0,0.5151,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-02-26,h10v06,898.0,3925.0,0.5207,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-03-14,h10v06,898.0,3925.0,0.5755,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-03-30,h10v06,898.0,3925.0,0.6089,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-04-15,h10v06,898.0,3925.0,0.6397,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-05-01,h10v06,898.0,3925.0,0.6191,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-05-17,h10v06,898.0,3925.0,0.6528,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-06-02,h10v06,898.0,3925.0,0.6573,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-06-18,h10v06,898.0,3925.0,0.6662,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-07-04,h10v06,898.0,3925.0,0.689,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-07-20,h10v06,898.0,3925.0,0.7191,4233.0,0b0001000010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-08-05,h10v06,898.0,3925.0,0.682,4369.0,0b0001000100010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-08-21,h10v06,898.0,3925.0,0.6848,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-09-06,h10v06,898.0,3925.0,0.6861,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-09-22,h10v06,898.0,3925.0,0.7482,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-10-08,h10v06,898.0,3925.0,0.7021,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-10-24,h10v06,898.0,3925.0,0.6298,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-11-09,h10v06,898.0,3925.0,0.6688,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-11-25,h10v06,898.0,3925.0,0.5637,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-12-11,h10v06,898.0,3925.0,0.5123,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2014-12-27,h10v06,898.0,3925.0,0.5802,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2015-01-09,h10v06,898.0,3925.0,0.5185,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2015-01-25,h10v06,898.0,3925.0,0.5152,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2015-02-10,h10v06,898.0,3925.0,0.4819,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2015-02-26,h10v06,898.0,3925.0,0.4854,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2015-03-14,h10v06,898.0,3925.0,0.5389,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2015-03-30,h10v06,898.0,3925.0,0.6725,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.DSNY.DP1.00033,4343,28.127782620512,-81.4394193360331,2015-04-15,h10v06,898.0,3925.0,0.605,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
