Category,ID,Latitude,Longitude,Date,MODIS_Tile,MYD13Q1_006_Line_Y_250m,MYD13Q1_006_Sample_X_250m,MYD13Q1_006__250m_16_days_NDVI,MYD13Q1_006__250m_16_days_VI_Quality,MYD13Q1_006__250m_16_days_VI_Quality_bitmask,MYD13Q1_006__250m_16_days_VI_Quality_MODLAND,MYD13Q1_006__250m_16_days_VI_Quality_MODLAND_Description,MYD13Q1_006__250m_16_days_VI_Quality_VI_Usefulness,MYD13Q1_006__250m_16_days_VI_Quality_VI_Usefulness_Description,MYD13Q1_006__250m_16_days_VI_Quality_Aerosol_Quantity,MYD13Q1_006__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MYD13Q1_006__250m_16_days_VI_Quality_Adjacent_cloud_detected,MYD13Q1_006__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MYD13Q1_006__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MYD13Q1_006__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MYD13Q1_006__250m_16_days_VI_Quality_Mixed_Clouds,MYD13Q1_006__250m_16_days_VI_Quality_Mixed_Clouds_Description,MYD13Q1_006__250m_16_days_VI_Quality_Land/Water_Mask,MYD13Q1_006__250m_16_days_VI_Quality_Land/Water_Mask_Description,MYD13Q1_006__250m_16_days_VI_Quality_Possible_snow/ice,MYD13Q1_006__250m_16_days_VI_Quality_Possible_snow/ice_Description,MYD13Q1_006__250m_16_days_VI_Quality_Possible_shadow,MYD13Q1_006__250m_16_days_VI_Quality_Possible_shadow_Description
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-06-01,h10v06,147.0,4209.0,0.6253,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-06-17,h10v06,147.0,4209.0,0.6651,4237.0,0b0001000010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-07-03,h10v06,147.0,4209.0,0.6961,4233.0,0b0001000010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-07-19,h10v06,147.0,4209.0,0.7232,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-08-04,h10v06,147.0,4209.0,0.5546,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-08-20,h10v06,147.0,4209.0,0.665,4365.0,0b0001000100001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-09-05,h10v06,147.0,4209.0,0.6767,35217.0,0b1000100110010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-09-21,h10v06,147.0,4209.0,0.2404,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-10-07,h10v06,147.0,4209.0,0.6387,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-10-23,h10v06,147.0,4209.0,0.6712,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-11-08,h10v06,147.0,4209.0,0.6194,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-11-24,h10v06,147.0,4209.0,0.6375,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-12-10,h10v06,147.0,4209.0,0.6122,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2012-12-26,h10v06,147.0,4209.0,0.6131,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-01-09,h10v06,147.0,4209.0,0.5686,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-01-25,h10v06,147.0,4209.0,0.5911,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-02-10,h10v06,147.0,4209.0,0.5542,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-02-26,h10v06,147.0,4209.0,0.5343,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-03-14,h10v06,147.0,4209.0,0.5434,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-03-30,h10v06,147.0,4209.0,0.594,37009.0,0b1001000010010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-04-15,h10v06,147.0,4209.0,0.5723,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-05-01,h10v06,147.0,4209.0,0.5063,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-05-17,h10v06,147.0,4209.0,0.6258,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-06-02,h10v06,147.0,4209.0,0.5483,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-06-18,h10v06,147.0,4209.0,0.6487,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-07-04,h10v06,147.0,4209.0,0.6842,4365.0,0b0001000100001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-07-20,h10v06,147.0,4209.0,0.6529,4365.0,0b0001000100001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-08-05,h10v06,147.0,4209.0,0.6216,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-08-21,h10v06,147.0,4209.0,0.6569,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-09-06,h10v06,147.0,4209.0,0.6541,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-09-22,h10v06,147.0,4209.0,0.6778,35148.0,0b1000100101001100,0b00,VI produced with good quality,0b0011,Decreasing quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-10-08,h10v06,147.0,4209.0,0.7219,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-10-24,h10v06,147.0,4209.0,0.6676,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-11-09,h10v06,147.0,4209.0,0.5537,4106.0,0b0001000000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-11-25,h10v06,147.0,4209.0,0.6961,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-12-11,h10v06,147.0,4209.0,0.6502,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2013-12-27,h10v06,147.0,4209.0,0.6179,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-01-09,h10v06,147.0,4209.0,0.6179,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-01-25,h10v06,147.0,4209.0,0.6277,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-02-10,h10v06,147.0,4209.0,0.6015,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-02-26,h10v06,147.0,4209.0,0.5589,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-03-14,h10v06,147.0,4209.0,0.5635,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-03-30,h10v06,147.0,4209.0,0.5883,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-04-15,h10v06,147.0,4209.0,0.604,4106.0,0b0001000000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-05-01,h10v06,147.0,4209.0,0.6255,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-05-17,h10v06,147.0,4209.0,0.6182,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-06-02,h10v06,147.0,4209.0,0.6461,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-06-18,h10v06,147.0,4209.0,0.6407,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-07-04,h10v06,147.0,4209.0,0.5933,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-07-20,h10v06,147.0,4209.0,0.6509,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-08-05,h10v06,147.0,4209.0,0.6559,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-08-21,h10v06,147.0,4209.0,0.6616,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-09-06,h10v06,147.0,4209.0,0.6896,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-09-22,h10v06,147.0,4209.0,0.7066,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-10-08,h10v06,147.0,4209.0,0.6924,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-10-24,h10v06,147.0,4209.0,0.6686,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-11-09,h10v06,147.0,4209.0,0.6689,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-11-25,h10v06,147.0,4209.0,0.6598,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-12-11,h10v06,147.0,4209.0,0.6455,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2014-12-27,h10v06,147.0,4209.0,0.6396,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2015-01-09,h10v06,147.0,4209.0,0.6131,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2015-01-25,h10v06,147.0,4209.0,0.6179,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2015-02-10,h10v06,147.0,4209.0,0.5737,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2015-02-26,h10v06,147.0,4209.0,0.5711,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2015-03-14,h10v06,147.0,4209.0,0.6142,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2015-03-30,h10v06,147.0,4209.0,0.7209,4233.0,0b0001000010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
NEON.D03.OSBS.DP1.00033,4342,29.692225128623,-81.9975542761171,2015-04-15,h10v06,147.0,4209.0,0.6189,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
