"date","pixel","evi_raw","evi_qc","type","evi_filtered"
2001-10-16,"43_44",0.2952,2112,"TERA",NA
2001-11-01,"43_44",0.265,2112,"TERA",NA
2001-11-17,"43_44",0.2376,2116,"TERA",NA
2001-12-03,"43_44",0.2467,2116,"TERA",NA
2001-12-19,"43_44",0.2399,2120,"TERA",0.2399
2002-01-01,"43_44",0.2185,2116,"TERA",NA
2002-01-17,"43_44",0.2551,2061,"TERA",NA
2002-02-02,"43_44",0.1922,2181,"TERA",NA
2002-02-18,"43_44",0.2638,2112,"TERA",NA
2002-03-06,"43_44",0.2597,2112,"TERA",NA
2002-03-22,"43_44",0.2613,2185,"TERA",NA
2002-04-07,"43_44",0.2604,2112,"TERA",NA
2002-04-23,"43_44",0.2652,2116,"TERA",NA
2002-05-09,"43_44",0.3312,2112,"TERA",NA
2002-05-25,"43_44",0.6422,2112,"TERA",NA
2002-06-10,"43_44",0.6259,2112,"TERA",NA
2002-06-26,"43_44",0.6959,2112,"TERA",NA
2002-07-12,"43_44",0.6568,2112,"TERA",NA
2002-07-28,"43_44",0.67,2112,"TERA",NA
2002-08-13,"43_44",0.5822,2112,"TERA",NA
2002-08-29,"43_44",0.6016,2112,"TERA",NA
2002-09-14,"43_44",0.6177,2112,"TERA",NA
2002-09-30,"43_44",0.4937,2112,"TERA",NA
2002-10-16,"43_44",0.452,2112,"TERA",NA
2002-11-01,"43_44",0.3151,2116,"TERA",NA
2002-11-17,"43_44",0.3379,2120,"TERA",0.3379
2002-12-03,"43_44",0.2662,2066,"TERA",NA
2002-12-19,"43_44",0.3079,2066,"TERA",NA
2003-01-01,"43_44",0.1737,2062,"TERA",NA
2003-01-17,"43_44",0.2161,2062,"TERA",NA
2003-02-02,"43_44",0.1879,18449,"TERA",NA
2003-02-18,"43_44",0.2294,3098,"TERA",NA
2003-03-06,"43_44",0.2119,2058,"TERA",NA
2003-03-22,"43_44",0.3501,2185,"TERA",NA
2003-04-07,"43_44",0.2829,2112,"TERA",NA
2003-04-23,"43_44",0.2567,2112,"TERA",NA
2003-05-09,"43_44",0.2964,2112,"TERA",NA
2003-05-25,"43_44",0.6052,2181,"TERA",NA
2003-06-10,"43_44",0.6982,2112,"TERA",NA
2003-06-26,"43_44",0.7559,2112,"TERA",NA
2003-07-12,"43_44",0.7119,2112,"TERA",NA
2003-07-28,"43_44",0.5908,2181,"TERA",NA
2003-08-13,"43_44",0.6465,2112,"TERA",NA
2003-08-29,"43_44",0.5625,2112,"TERA",NA
2003-09-14,"43_44",0.591,2116,"TERA",NA
2003-09-30,"43_44",0.4104,2112,"TERA",NA
2003-10-16,"43_44",0.2817,2112,"TERA",NA
2003-11-01,"43_44",0.2099,2116,"TERA",NA
2003-11-17,"43_44",0.2172,2116,"TERA",NA
2003-12-03,"43_44",0.2387,2120,"TERA",0.2387
2003-12-19,"43_44",0.2431,2189,"TERA",NA
2004-01-01,"43_44",0.3973,4310,"TERA",NA
2004-01-17,"43_44",0.2135,36330,"TERA",NA
2004-02-02,"43_44",0.1626,3094,"TERA",NA
2004-02-18,"43_44",0.1453,3098,"TERA",NA
2004-03-05,"43_44",0.3332,3554,"TERA",NA
2004-03-21,"43_44",0.3321,2116,"TERA",NA
2004-04-06,"43_44",0.2634,2112,"TERA",NA
2004-04-22,"43_44",0.2955,2112,"TERA",NA
2004-05-08,"43_44",0.5707,2112,"TERA",NA
2004-05-24,"43_44",0.7134,2112,"TERA",NA
2004-06-09,"43_44",0.6366,2112,"TERA",NA
2004-06-25,"43_44",0.7017,2112,"TERA",NA
2004-07-11,"43_44",0.7266,2441,"TERA",NA
2004-07-27,"43_44",0.627,2112,"TERA",NA
2004-08-12,"43_44",0.5489,2112,"TERA",NA
2004-08-28,"43_44",0.6246,4164,"TERA",NA
2004-09-13,"43_44",0.5847,2112,"TERA",NA
2004-09-29,"43_44",0.4964,2112,"TERA",NA
2004-10-15,"43_44",0.284,35148,"TERA",NA
2004-10-31,"43_44",0.2705,2112,"TERA",NA
2004-11-16,"43_44",0.22,2116,"TERA",NA
2004-12-02,"43_44",0.2329,2116,"TERA",NA
2004-12-18,"43_44",0.2136,2120,"TERA",0.2136
2005-01-01,"43_44",0.2145,2116,"TERA",NA
2005-01-17,"43_44",0.392,4114,"TERA",NA
2005-02-02,"43_44",0.1925,2058,"TERA",NA
2005-02-18,"43_44",0.1687,3094,"TERA",NA
2005-03-06,"43_44",0.1646,2058,"TERA",NA
2005-03-22,"43_44",0.2431,2185,"TERA",NA
2005-04-07,"43_44",0.2299,2112,"TERA",NA
2005-04-23,"43_44",0.3349,2112,"TERA",NA
2005-05-09,"43_44",0.326,2181,"TERA",NA
2005-05-25,"43_44",0.6638,2112,"TERA",NA
2005-06-10,"43_44",0.7634,2112,"TERA",NA
2005-06-26,"43_44",0.6069,2112,"TERA",NA
2005-07-12,"43_44",0.7059,2112,"TERA",NA
2005-07-28,"43_44",0.6726,2112,"TERA",NA
2005-08-13,"43_44",0.6809,2112,"TERA",NA
2005-08-29,"43_44",0.5657,2112,"TERA",NA
2005-09-14,"43_44",0.4984,2116,"TERA",NA
2005-09-30,"43_44",0.5287,2112,"TERA",NA
2005-10-16,"43_44",0.3531,2116,"TERA",NA
2005-11-01,"43_44",0.2452,2116,"TERA",NA
2005-11-17,"43_44",0.2345,2116,"TERA",NA
2005-12-03,"43_44",0.2413,2189,"TERA",NA
2005-12-19,"43_44",0.3082,35301,"TERA",NA
2006-01-01,"43_44",0.3082,35297,"TERA",NA
2006-01-17,"43_44",0.2237,2185,"TERA",NA
2006-02-02,"43_44",0.2374,2116,"TERA",NA
2006-02-18,"43_44",0.2988,2116,"TERA",NA
2006-03-06,"43_44",0.2697,2112,"TERA",NA
2006-03-22,"43_44",0.2741,2112,"TERA",NA
2006-04-07,"43_44",0.2637,2181,"TERA",NA
2006-04-23,"43_44",0.2804,2112,"TERA",NA
2006-05-09,"43_44",0.4034,34892,"TERA",0.4034
2006-05-25,"43_44",0.6198,2181,"TERA",NA
2006-06-10,"43_44",0.5846,2185,"TERA",NA
2006-06-26,"43_44",0.6433,2181,"TERA",NA
2006-07-12,"43_44",0.6599,2112,"TERA",NA
2006-07-28,"43_44",0.6178,2112,"TERA",NA
2006-08-13,"43_44",0.6229,2112,"TERA",NA
2006-08-29,"43_44",0.5397,2112,"TERA",NA
2006-09-14,"43_44",0.5332,2112,"TERA",NA
2006-09-30,"43_44",0.4278,2112,"TERA",NA
2006-10-16,"43_44",0.2901,2112,"TERA",NA
2006-11-01,"43_44",0.2288,2112,"TERA",NA
2006-11-17,"43_44",0.2153,2116,"TERA",NA
2006-12-03,"43_44",0.2345,2116,"TERA",NA
2006-12-19,"43_44",0.2501,2120,"TERA",0.2501
2007-01-01,"43_44",0.2169,2116,"TERA",NA
2007-01-17,"43_44",0.2151,2120,"TERA",0.2151
2007-02-02,"43_44",0.3292,2062,"TERA",NA
2007-02-18,"43_44",0.1961,2058,"TERA",NA
2007-03-06,"43_44",0.1427,2058,"TERA",NA
2007-03-22,"43_44",0.2443,2112,"TERA",NA
2007-04-07,"43_44",0.2613,2112,"TERA",NA
2007-04-23,"43_44",0.2478,2112,"TERA",NA
2007-05-09,"43_44",0.5901,2112,"TERA",NA
2007-05-25,"43_44",0.4523,2112,"TERA",NA
2007-06-10,"43_44",0.7348,2112,"TERA",NA
2007-06-26,"43_44",0.7338,2116,"TERA",NA
2007-07-12,"43_44",0.5719,2116,"TERA",NA
2007-07-28,"43_44",0.619,2112,"TERA",NA
2007-08-13,"43_44",0.3828,2058,"TERA",NA
2007-08-29,"43_44",0.6542,2181,"TERA",NA
2007-09-14,"43_44",0.5776,2112,"TERA",NA
2007-09-30,"43_44",0.5313,2116,"TERA",NA
2007-10-16,"43_44",0.4911,2112,"TERA",NA
2007-11-01,"43_44",0.2954,2112,"TERA",NA
2007-11-17,"43_44",0.2328,2116,"TERA",NA
2007-12-03,"43_44",0.293,2518,"TERA",NA
2007-12-19,"43_44",0.2903,3106,"TERA",NA
2008-01-01,"43_44",0.1882,2062,"TERA",NA
2008-01-17,"43_44",0.2751,3554,"TERA",NA
2008-02-02,"43_44",0.2616,2061,"TERA",NA
2008-02-18,"43_44",0.1432,18445,"TERA",NA
2008-03-05,"43_44",0.2456,2445,"TERA",NA
2008-03-21,"43_44",0.2223,2181,"TERA",NA
2008-04-06,"43_44",0.2576,2112,"TERA",NA
2008-04-22,"43_44",0.3063,2112,"TERA",NA
2008-05-08,"43_44",0.3992,2112,"TERA",NA
2008-05-24,"43_44",0.6163,2112,"TERA",NA
2008-06-09,"43_44",0.7508,2112,"TERA",NA
2008-06-25,"43_44",0.7382,2112,"TERA",NA
2008-07-11,"43_44",0.7391,2112,"TERA",NA
2008-07-27,"43_44",0.6804,2257,"TERA",NA
2008-08-12,"43_44",0.5768,2112,"TERA",NA
2008-08-28,"43_44",0.6292,2112,"TERA",NA
2008-09-13,"43_44",0.5472,2112,"TERA",NA
2008-09-29,"43_44",0.4551,2112,"TERA",NA
2008-10-15,"43_44",0.3308,2112,"TERA",NA
2008-10-31,"43_44",0.2953,2112,"TERA",NA
2008-11-16,"43_44",0.2183,2185,"TERA",NA
2008-12-02,"43_44",0.3275,2120,"TERA",0.3275
2008-12-18,"43_44",0.2935,2070,"TERA",NA
2009-01-01,"43_44",0.2143,2062,"TERA",NA
2009-01-17,"43_44",0.2674,18453,"TERA",NA
2009-02-02,"43_44",0.2652,2257,"TERA",NA
2009-02-18,"43_44",0.1987,2058,"TERA",NA
2009-03-06,"43_44",0.2205,2181,"TERA",NA
2009-03-22,"43_44",0.2411,2112,"TERA",NA
2009-04-07,"43_44",0.2404,2112,"TERA",NA
2009-04-23,"43_44",0.2487,2181,"TERA",NA
2009-05-09,"43_44",0.5979,2112,"TERA",NA
2009-05-25,"43_44",0.6403,2181,"TERA",NA
2009-06-10,"43_44",0.3316,2062,"TERA",NA
2009-06-26,"43_44",0.5508,4164,"TERA",NA
2009-07-12,"43_44",0.5257,2181,"TERA",NA
2009-07-28,"43_44",0.5784,2112,"TERA",NA
2009-08-13,"43_44",0.6343,2112,"TERA",NA
2009-08-29,"43_44",0.6063,2112,"TERA",NA
2009-09-14,"43_44",0.5529,2112,"TERA",NA
2009-09-30,"43_44",0.522,2441,"TERA",NA
2009-10-16,"43_44",0.2833,2112,"TERA",NA
2009-11-01,"43_44",0.2556,2112,"TERA",NA
2009-11-17,"43_44",0.2193,2185,"TERA",NA
2009-12-03,"43_44",0.2346,2116,"TERA",NA
2009-12-19,"43_44",0.2887,2070,"TERA",NA
2010-01-01,"43_44",0.3111,2066,"TERA",NA
2010-01-17,"43_44",0.3005,2066,"TERA",NA
2010-02-02,"43_44",0.1635,2058,"TERA",NA
2010-02-18,"43_44",0.1732,2062,"TERA",NA
2010-03-06,"43_44",0.2893,2112,"TERA",NA
2010-03-22,"43_44",0.2989,2112,"TERA",NA
2010-04-07,"43_44",0.2353,2112,"TERA",NA
2010-04-23,"43_44",0.534,2112,"TERA",NA
2010-05-09,"43_44",0.5321,2112,"TERA",NA
2010-05-25,"43_44",0.5848,2112,"TERA",NA
2010-06-10,"43_44",0.664,2112,"TERA",NA
2010-06-26,"43_44",0.7182,2112,"TERA",NA
2010-07-12,"43_44",0.6337,2112,"TERA",NA
2010-07-28,"43_44",0.6696,2181,"TERA",NA
2010-08-13,"43_44",0.6034,2112,"TERA",NA
2010-08-29,"43_44",0.5616,2112,"TERA",NA
2010-09-14,"43_44",0.5778,2112,"TERA",NA
2010-09-30,"43_44",0.4824,2112,"TERA",NA
2010-10-16,"43_44",0.4143,2112,"TERA",NA
2010-11-01,"43_44",0.2774,2116,"TERA",NA
2010-11-17,"43_44",0.2191,2116,"TERA",NA
2010-12-03,"43_44",0.2386,2185,"TERA",NA
2010-12-19,"43_44",0.3525,5278,"TERA",NA
2011-01-01,"43_44",0.3783,5274,"TERA",NA
2011-01-17,"43_44",0.1855,18449,"TERA",NA
2011-02-02,"43_44",0.2755,2061,"TERA",NA
2011-02-18,"43_44",0.2027,2058,"TERA",NA
2011-03-06,"43_44",0.3183,3554,"TERA",NA
2011-03-22,"43_44",0.2343,2112,"TERA",NA
2011-04-07,"43_44",0.2609,2112,"TERA",NA
2011-04-23,"43_44",0.2648,2112,"TERA",NA
2011-05-09,"43_44",0.3435,2112,"TERA",NA
2011-05-25,"43_44",0.6971,2181,"TERA",NA
2011-06-10,"43_44",0.6698,2112,"TERA",NA
2011-06-26,"43_44",0.6263,2112,"TERA",NA
2011-07-12,"43_44",0.661,2112,"TERA",NA
2011-07-28,"43_44",0.5432,2116,"TERA",NA
2011-08-13,"43_44",0.5447,4164,"TERA",NA
2011-08-29,"43_44",0.5633,2112,"TERA",NA
2011-09-14,"43_44",0.5324,2112,"TERA",NA
2011-09-30,"43_44",0.4133,2112,"TERA",NA
2011-10-16,"43_44",0.4147,35289,"TERA",NA
2011-11-01,"43_44",0.2785,2112,"TERA",NA
2011-11-17,"43_44",0.265,2116,"TERA",NA
2011-12-03,"43_44",0.2974,2120,"TERA",0.2974
2011-12-19,"43_44",0.2594,2120,"TERA",0.2594
2012-01-01,"43_44",0.2117,2185,"TERA",NA
2012-01-17,"43_44",0.3149,2189,"TERA",NA
2012-02-02,"43_44",0.2404,2116,"TERA",NA
2012-02-18,"43_44",0.2623,2112,"TERA",NA
2012-03-05,"43_44",0.2317,2112,"TERA",NA
2012-03-21,"43_44",0.2384,2112,"TERA",NA
2012-04-06,"43_44",0.2722,2112,"TERA",NA
2012-04-22,"43_44",0.3068,2112,"TERA",NA
2012-05-08,"43_44",0.4156,2112,"TERA",NA
2012-05-24,"43_44",0.7098,2112,"TERA",NA
2012-06-09,"43_44",0.675,2112,"TERA",NA
2012-06-25,"43_44",0.7134,2112,"TERA",NA
2012-07-11,"43_44",0.7076,2112,"TERA",NA
2012-07-27,"43_44",0.6311,2112,"TERA",NA
2012-08-12,"43_44",0.6112,2112,"TERA",NA
2012-08-28,"43_44",0.5589,2112,"TERA",NA
2012-09-13,"43_44",0.557,2112,"TERA",NA
2012-09-29,"43_44",0.4414,2116,"TERA",NA
2012-10-15,"43_44",0.3257,2112,"TERA",NA
2012-10-31,"43_44",0.2258,2112,"TERA",NA
2012-11-16,"43_44",0.2063,2116,"TERA",NA
2012-12-02,"43_44",0.2171,2116,"TERA",NA
2012-12-18,"43_44",0.1904,2189,"TERA",NA
2013-01-01,"43_44",0.2754,35297,"TERA",NA
2013-01-17,"43_44",0.2034,34892,"TERA",0.2034
2013-02-02,"43_44",0.3593,4237,"TERA",NA
2013-02-18,"43_44",0.2422,2058,"TERA",NA
2013-03-06,"43_44",0.195,2058,"TERA",NA
2013-03-22,"43_44",0.2369,2112,"TERA",NA
2013-04-07,"43_44",0.27,2112,"TERA",NA
2013-04-23,"43_44",0.2952,2112,"TERA",NA
2013-05-09,"43_44",0.4078,2112,"TERA",NA
2013-05-25,"43_44",0.6398,2112,"TERA",NA
2013-06-10,"43_44",0.6573,2116,"TERA",NA
2013-06-26,"43_44",0.5572,2185,"TERA",NA
2013-07-12,"43_44",0.6464,2112,"TERA",NA
2013-07-28,"43_44",0.6015,2112,"TERA",NA
2013-08-13,"43_44",0.6204,2112,"TERA",NA
2013-08-29,"43_44",0.5691,2112,"TERA",NA
2013-09-14,"43_44",0.4891,2112,"TERA",NA
2013-09-30,"43_44",0.4273,2112,"TERA",NA
2013-10-16,"43_44",0.2686,2112,"TERA",NA
2013-11-01,"43_44",0.2588,2112,"TERA",NA
2013-11-17,"43_44",0.246,2116,"TERA",NA
2013-12-03,"43_44",0.1619,3358,"TERA",NA
2013-12-19,"43_44",0.2472,2189,"TERA",NA
2014-01-01,"43_44",0.3006,2189,"TERA",NA
2014-01-17,"43_44",0.2438,2257,"TERA",NA
2014-02-02,"43_44",0.2946,35293,"TERA",NA
2014-02-18,"43_44",0.1794,18445,"TERA",NA
2014-03-06,"43_44",0.2672,2061,"TERA",NA
2014-03-22,"43_44",0.2707,2112,"TERA",NA
2014-04-07,"43_44",0.2503,2112,"TERA",NA
2014-04-23,"43_44",0.3211,2116,"TERA",NA
2014-05-09,"43_44",0.4202,2112,"TERA",NA
2014-05-25,"43_44",0.5983,2112,"TERA",NA
2014-06-10,"43_44",0.5661,2376,"TERA",0.5661
2014-06-26,"43_44",0.7486,2112,"TERA",NA
2014-07-12,"43_44",0.7224,2181,"TERA",NA
2014-07-28,"43_44",0.7103,2112,"TERA",NA
2014-08-13,"43_44",0.7007,2112,"TERA",NA
2014-08-29,"43_44",0.6022,2112,"TERA",NA
2014-09-14,"43_44",0.6003,2112,"TERA",NA
2014-09-30,"43_44",0.4783,2112,"TERA",NA
2014-10-16,"43_44",0.3551,2112,"TERA",NA
2014-11-01,"43_44",0.2515,2112,"TERA",NA
2014-11-17,"43_44",0.2318,2116,"TERA",NA
2014-12-03,"43_44",0.198,2517,"TERA",NA
2014-12-19,"43_44",0.2252,2120,"TERA",0.2252
2015-01-01,"43_44",0.2252,2116,"TERA",NA
2015-01-17,"43_44",0.271,3294,"TERA",NA
2015-02-02,"43_44",0.2617,2066,"TERA",NA
2015-02-18,"43_44",0.2152,2058,"TERA",NA
2015-03-06,"43_44",0.1759,2058,"TERA",NA
2015-03-22,"43_44",0.1813,3098,"TERA",NA
2015-04-07,"43_44",0.2667,2112,"TERA",NA
2015-04-23,"43_44",0.2791,2112,"TERA",NA
2015-05-09,"43_44",0.5699,2112,"TERA",NA
2015-05-25,"43_44",0.6685,2112,"TERA",NA
2015-06-10,"43_44",0.8303,2441,"TERA",NA
2015-06-26,"43_44",0.7284,2112,"TERA",NA
2015-07-12,"43_44",0.6741,2253,"TERA",NA
2015-07-28,"43_44",0.6021,2112,"TERA",NA
2015-08-13,"43_44",0.6186,2181,"TERA",NA
2015-08-29,"43_44",0.6189,2112,"TERA",NA
2015-09-14,"43_44",0.5822,2112,"TERA",NA
2015-09-30,"43_44",0.5929,2112,"TERA",NA
2015-10-16,"43_44",0.4441,2112,"TERA",NA
2015-11-01,"43_44",0.2973,2112,"TERA",NA
2015-11-17,"43_44",0.2508,2116,"TERA",NA
2015-12-03,"43_44",0.2483,2116,"TERA",NA
2015-12-19,"43_44",0.2309,2120,"TERA",0.2309
2016-01-01,"43_44",0.2745,2445,"TERA",NA
2016-01-17,"43_44",0.2271,2189,"TERA",NA
2016-02-02,"43_44",0.3371,2189,"TERA",NA
2016-02-18,"43_44",0.1462,2058,"TERA",NA
2016-03-05,"43_44",0.2432,2112,"TERA",NA
2016-03-21,"43_44",0.2483,2112,"TERA",NA
2016-04-06,"43_44",0.2754,2112,"TERA",NA
2016-04-22,"43_44",0.2647,2112,"TERA",NA
2016-05-08,"43_44",0.3997,2112,"TERA",NA
2016-05-24,"43_44",0.5531,2112,"TERA",NA
2016-06-09,"43_44",0.5962,2112,"TERA",NA
2016-06-25,"43_44",0.7055,2116,"TERA",NA
2016-07-11,"43_44",0.7009,2112,"TERA",NA
2016-07-27,"43_44",0.7514,2112,"TERA",NA
2016-08-12,"43_44",0.7113,2112,"TERA",NA
2016-08-28,"43_44",0.6698,2185,"TERA",NA
2016-09-13,"43_44",0.6152,2112,"TERA",NA
2016-09-29,"43_44",0.5146,2112,"TERA",NA
2016-10-15,"43_44",0.3721,2112,"TERA",NA
2016-10-31,"43_44",0.3581,2112,"TERA",NA
2016-11-16,"43_44",0.2465,2116,"TERA",NA
2016-12-02,"43_44",0.2819,2189,"TERA",NA
2016-12-18,"43_44",0.2106,2517,"TERA",NA
2017-01-01,"43_44",0.198,2116,"TERA",NA
2017-01-17,"43_44",0.0697,3098,"TERA",NA
2017-02-02,"43_44",0.2681,2185,"TERA",NA
2017-02-18,"43_44",0.2688,2112,"TERA",NA
2017-03-06,"43_44",0.2424,2112,"TERA",NA
2017-03-22,"43_44",0.1787,2181,"TERA",NA
2017-04-07,"43_44",0.3099,2112,"TERA",NA
2017-04-23,"43_44",0.3172,2116,"TERA",NA
2017-05-09,"43_44",0.3753,2112,"TERA",NA
2017-05-25,"43_44",0.5305,2116,"TERA",NA
2017-06-10,"43_44",0.7096,2112,"TERA",NA
2017-06-26,"43_44",0.5461,2116,"TERA",NA
2017-07-12,"43_44",0.6814,2185,"TERA",NA
2017-07-28,"43_44",0.6634,2112,"TERA",NA
2017-08-13,"43_44",0.5297,2116,"TERA",NA
2017-08-29,"43_44",0.581,2112,"TERA",NA
2017-09-14,"43_44",0.5277,2116,"TERA",NA
2017-09-30,"43_44",0.5028,2116,"TERA",NA
2017-10-16,"43_44",0.4297,2116,"TERA",NA
2017-11-01,"43_44",0.2425,2120,"TERA",0.2425
2017-11-17,"43_44",0.2845,2120,"TERA",0.2845
2017-12-03,"43_44",0.2126,2189,"TERA",NA
2017-12-19,"43_44",0.3659,4314,"TERA",NA
2018-01-01,"43_44",0.1954,2120,"TERA",0.1954
2018-01-17,"43_44",0.2413,2193,"TERA",NA
2018-02-02,"43_44",0.189,3102,"TERA",NA
2018-02-18,"43_44",0.2614,2116,"TERA",NA
2018-03-06,"43_44",0.1448,3098,"TERA",NA
2018-03-22,"43_44",0.2214,2120,"TERA",0.2214
2018-04-07,"43_44",0.2393,2116,"TERA",NA
2018-04-23,"43_44",0.2765,2116,"TERA",NA
2018-05-09,"43_44",0.6289,2116,"TERA",NA
2018-05-25,"43_44",0.6236,2116,"TERA",NA
2018-06-10,"43_44",0.6997,2116,"TERA",NA
2018-06-26,"43_44",0.6052,2185,"TERA",NA
2018-07-12,"43_44",0.7026,2116,"TERA",NA
2018-07-28,"43_44",0.6565,2185,"TERA",NA
2018-08-13,"43_44",0.5792,2185,"TERA",NA
2018-08-29,"43_44",0.503,2189,"TERA",NA
2018-09-14,"43_44",0.5334,2116,"TERA",NA
2018-09-30,"43_44",0.5348,4168,"TERA",0.5348
2018-10-16,"43_44",0.4749,2116,"TERA",NA
2018-11-01,"43_44",0.2672,2120,"TERA",0.2672
2018-11-17,"43_44",0.2136,36334,"TERA",NA
2018-12-03,"43_44",0.2187,2120,"TERA",0.2187
2018-12-19,"43_44",0.2182,2120,"TERA",0.2182
2019-01-01,"43_44",0.2335,2120,"TERA",0.2335
2019-01-17,"43_44",0.2067,2189,"TERA",NA
2019-02-02,"43_44",0.2002,2116,"TERA",NA
2019-02-18,"43_44",0.2537,4118,"TERA",NA
2019-03-06,"43_44",0.1917,2261,"TERA",NA
2019-03-22,"43_44",0.2986,2116,"TERA",NA
2019-04-07,"43_44",0.2499,2116,"TERA",NA
2019-04-23,"43_44",0.2866,2116,"TERA",NA
2019-05-09,"43_44",0.4569,2116,"TERA",NA
2019-05-25,"43_44",0.6512,2116,"TERA",NA
2019-06-10,"43_44",0.6243,2116,"TERA",NA
2019-06-26,"43_44",0.7229,2116,"TERA",NA
2019-07-12,"43_44",0.6532,2116,"TERA",NA
2019-07-28,"43_44",0.6773,2120,"TERA",0.6773
2002-07-04,"43_44",0.5747,2116,"AQUA",NA
2002-07-20,"43_44",0.3422,2058,"AQUA",NA
2002-08-05,"43_44",0.6514,2112,"AQUA",0.6514
2002-08-21,"43_44",0.6823,2257,"AQUA",NA
2002-09-06,"43_44",0.583,2112,"AQUA",0.583
2002-09-22,"43_44",0.5606,2112,"AQUA",0.5606
2002-10-08,"43_44",0.4345,2112,"AQUA",0.4345
2002-10-24,"43_44",0.3587,2112,"AQUA",0.3587
2002-11-09,"43_44",0.2978,2116,"AQUA",NA
2002-11-25,"43_44",0.2369,4373,"AQUA",NA
2002-12-11,"43_44",0.196,4237,"AQUA",NA
2002-12-27,"43_44",0.1287,18453,"AQUA",NA
2003-01-09,"43_44",0.1496,18449,"AQUA",NA
2003-01-25,"43_44",0.3595,4113,"AQUA",NA
2003-02-10,"43_44",0.1746,2058,"AQUA",NA
2003-02-26,"43_44",0.2923,2062,"AQUA",NA
2003-03-14,"43_44",0.3412,2185,"AQUA",NA
2003-03-30,"43_44",0.2707,2181,"AQUA",NA
2003-04-15,"43_44",0.2774,2112,"AQUA",0.2774
2003-05-01,"43_44",0.2932,2181,"AQUA",NA
2003-05-17,"43_44",0.3678,2112,"AQUA",0.3678
2003-06-02,"43_44",0.7058,2112,"AQUA",0.7058
2003-06-18,"43_44",0.6304,2112,"AQUA",0.6304
2003-07-04,"43_44",0.749,2181,"AQUA",NA
2003-07-20,"43_44",0.6711,2112,"AQUA",0.6711
2003-08-05,"43_44",0.6424,2441,"AQUA",NA
2003-08-21,"43_44",0.5964,2112,"AQUA",0.5964
2003-09-06,"43_44",0.5904,2112,"AQUA",0.5904
2003-09-22,"43_44",0.565,2116,"AQUA",NA
2003-10-08,"43_44",0.4262,2112,"AQUA",0.4262
2003-10-24,"43_44",0.3626,2112,"AQUA",0.3626
2003-11-09,"43_44",0.1953,2116,"AQUA",NA
2003-11-25,"43_44",0.208,2116,"AQUA",NA
2003-12-11,"43_44",0.4036,2190,"AQUA",NA
2003-12-27,"43_44",0.2866,2193,"AQUA",NA
2004-01-09,"43_44",0.1961,2521,"AQUA",NA
2004-01-25,"43_44",0.2733,4114,"AQUA",NA
2004-02-10,"43_44",0.162,2058,"AQUA",NA
2004-02-26,"43_44",0.2404,2185,"AQUA",NA
2004-03-13,"43_44",0.1895,3290,"AQUA",NA
2004-03-29,"43_44",0.2793,2116,"AQUA",NA
2004-04-14,"43_44",0.2792,2112,"AQUA",0.2792
2004-04-30,"43_44",0.4472,2112,"AQUA",0.4472
2004-05-16,"43_44",0.5075,2116,"AQUA",NA
2004-06-01,"43_44",0.7144,2112,"AQUA",0.7144
2004-06-17,"43_44",0.6422,2112,"AQUA",0.6422
