"dates","layer","pixel","year","value"
2003-03-24,"Greenup","42_44","2003",NA
2004-04-27,"Greenup","42_44","2004",NA
2005-04-23,"Greenup","42_44","2005",NA
2006-04-05,"Greenup","42_44","2006",NA
2007-04-26,"Greenup","42_44","2007",NA
2008-04-27,"Greenup","42_44","2008",NA
2009-04-23,"Greenup","42_44","2009",NA
2010-04-03,"Greenup","42_44","2010",NA
2011-04-28,"Greenup","42_44","2011",NA
2012-04-21,"Greenup","42_44","2012",NA
2013-04-26,"Greenup","42_44","2013",NA
2014-05-02,"Greenup","42_44","2014",NA
2015-04-25,"Greenup","42_44","2015",NA
2016-05-05,"Greenup","42_44","2016",NA
2017-05-02,"Greenup","42_44","2017",NA
2001-04-27,"Greenup","42_45","2001",NA
2002-05-07,"Greenup","42_45","2002",NA
2003-03-24,"Greenup","42_45","2003",NA
2004-04-27,"Greenup","42_45","2004",NA
2005-04-23,"Greenup","42_45","2005",NA
2006-04-05,"Greenup","42_45","2006",NA
2007-04-26,"Greenup","42_45","2007",NA
2008-04-27,"Greenup","42_45","2008",NA
2009-04-23,"Greenup","42_45","2009",NA
2010-04-03,"Greenup","42_45","2010",NA
2011-04-28,"Greenup","42_45","2011",NA
2012-04-21,"Greenup","42_45","2012",NA
2013-04-26,"Greenup","42_45","2013",NA
2014-05-02,"Greenup","42_45","2014",NA
2015-04-25,"Greenup","42_45","2015",NA
2016-05-05,"Greenup","42_45","2016",NA
2017-05-02,"Greenup","42_45","2017",NA
2001-04-23,"Greenup","44_45","2001",NA
2002-05-01,"Greenup","44_45","2002",NA
2003-02-14,"Greenup","44_45","2003",NA
2004-04-28,"Greenup","44_45","2004",NA
2005-05-02,"Greenup","44_45","2005",NA
2006-04-29,"Greenup","44_45","2006",NA
2007-04-26,"Greenup","44_45","2007",NA
2008-04-11,"Greenup","44_45","2008",NA
2009-04-08,"Greenup","44_45","2009",NA
2010-04-22,"Greenup","44_45","2010",NA
2011-04-30,"Greenup","44_45","2011",NA
2012-04-18,"Greenup","44_45","2012",NA
2013-04-27,"Greenup","44_45","2013",NA
2014-04-30,"Greenup","44_45","2014",NA
2015-04-19,"Greenup","44_45","2015",NA
2016-05-02,"Greenup","44_45","2016",NA
2017-04-24,"Greenup","44_45","2017",NA
2001-04-23,"Greenup","44_44","2001",NA
2002-05-01,"Greenup","44_44","2002",NA
2003-02-14,"Greenup","44_44","2003",NA
2004-04-28,"Greenup","44_44","2004",NA
2005-05-02,"Greenup","44_44","2005",NA
2006-04-29,"Greenup","44_44","2006",NA
2007-04-26,"Greenup","44_44","2007",NA
2008-04-11,"Greenup","44_44","2008",NA
2009-04-08,"Greenup","44_44","2009",NA
2010-04-22,"Greenup","44_44","2010",NA
2011-04-30,"Greenup","44_44","2011",NA
2012-04-18,"Greenup","44_44","2012",NA
2013-04-27,"Greenup","44_44","2013",NA
2014-04-30,"Greenup","44_44","2014",NA
2015-04-19,"Greenup","44_44","2015",NA
2016-05-02,"Greenup","44_44","2016",NA
2017-04-24,"Greenup","44_44","2017",NA
2001-04-23,"Greenup","44_43","2001",NA
2002-05-01,"Greenup","44_43","2002",NA
2003-02-14,"Greenup","44_43","2003",NA
2004-04-28,"Greenup","44_43","2004",NA
2005-05-02,"Greenup","44_43","2005",NA
2006-04-29,"Greenup","44_43","2006",NA
2007-04-26,"Greenup","44_43","2007",NA
2008-04-11,"Greenup","44_43","2008",NA
2009-04-08,"Greenup","44_43","2009",NA
2010-04-22,"Greenup","44_43","2010",NA
2011-04-30,"Greenup","44_43","2011",NA
2012-04-18,"Greenup","44_43","2012",NA
2013-04-27,"Greenup","44_43","2013",NA
2014-04-30,"Greenup","44_43","2014",NA
2015-04-19,"Greenup","44_43","2015",NA
2016-05-02,"Greenup","44_43","2016",NA
2017-04-24,"Greenup","44_43","2017",NA
2001-11-03,"Dormancy","43_44","2001",NA
2002-12-02,"Dormancy","43_44","2002",NA
2003-10-29,"Dormancy","43_44","2003",NA
2004-11-05,"Dormancy","43_44","2004",NA
2005-11-03,"Dormancy","43_44","2005",NA
2006-10-29,"Dormancy","43_44","2006",NA
2007-11-18,"Dormancy","43_44","2007",NA
2008-11-17,"Dormancy","43_44","2008",NA
2009-10-30,"Dormancy","43_44","2009",NA
2010-10-27,"Dormancy","43_44","2010",NA
2011-11-04,"Dormancy","43_44","2011",NA
2012-10-26,"Dormancy","43_44","2012",NA
2013-10-27,"Dormancy","43_44","2013",NA
2014-11-03,"Dormancy","43_44","2014",NA
2015-11-08,"Dormancy","43_44","2015",NA
2016-11-11,"Dormancy","43_44","2016",NA
2017-11-07,"Dormancy","43_44","2017",NA
2001-10-26,"Dormancy","43_45","2001",NA
2002-12-27,"Dormancy","43_45","2002",NA
2003-10-27,"Dormancy","43_45","2003",NA
2004-11-04,"Dormancy","43_45","2004",NA
2005-11-05,"Dormancy","43_45","2005",NA
2006-10-21,"Dormancy","43_45","2006",NA
2007-11-13,"Dormancy","43_45","2007",NA
2008-11-13,"Dormancy","43_45","2008",NA
2009-10-26,"Dormancy","43_45","2009",NA
2010-10-21,"Dormancy","43_45","2010",NA
2011-10-29,"Dormancy","43_45","2011",NA
2012-10-18,"Dormancy","43_45","2012",NA
2013-10-22,"Dormancy","43_45","2013",NA
2014-10-29,"Dormancy","43_45","2014",NA
2015-11-04,"Dormancy","43_45","2015",NA
2016-11-01,"Dormancy","43_45","2016",NA
2017-10-28,"Dormancy","43_45","2017",NA
2001-11-03,"Dormancy","43_43","2001",NA
2002-12-02,"Dormancy","43_43","2002",NA
2003-10-29,"Dormancy","43_43","2003",NA
2004-11-05,"Dormancy","43_43","2004",NA
2005-11-03,"Dormancy","43_43","2005",NA
2006-10-29,"Dormancy","43_43","2006",NA
2007-11-18,"Dormancy","43_43","2007",NA
2008-11-17,"Dormancy","43_43","2008",NA
2009-10-30,"Dormancy","43_43","2009",NA
2010-10-27,"Dormancy","43_43","2010",NA
2011-11-04,"Dormancy","43_43","2011",NA
2012-10-26,"Dormancy","43_43","2012",NA
2013-10-27,"Dormancy","43_43","2013",NA
2014-11-03,"Dormancy","43_43","2014",NA
2015-11-08,"Dormancy","43_43","2015",NA
2016-11-11,"Dormancy","43_43","2016",NA
2017-11-07,"Dormancy","43_43","2017",NA
2001-10-28,"Dormancy","42_43","2001",NA
2002-11-15,"Dormancy","42_43","2002",NA
2003-10-28,"Dormancy","42_43","2003",NA
2004-11-02,"Dormancy","42_43","2004",NA
2005-11-04,"Dormancy","42_43","2005",NA
2006-10-20,"Dormancy","42_43","2006",NA
2007-11-05,"Dormancy","42_43","2007",NA
2008-11-01,"Dormancy","42_43","2008",NA
2009-10-28,"Dormancy","42_43","2009",NA
2010-10-30,"Dormancy","42_43","2010",NA
2011-11-03,"Dormancy","42_43","2011",NA
2012-10-22,"Dormancy","42_43","2012",NA
2013-10-24,"Dormancy","42_43","2013",NA
2014-11-02,"Dormancy","42_43","2014",NA
2015-11-06,"Dormancy","42_43","2015",NA
2016-11-04,"Dormancy","42_43","2016",NA
2017-11-05,"Dormancy","42_43","2017",NA
2001-10-30,"Dormancy","42_44","2001",NA
2002-11-20,"Dormancy","42_44","2002",NA
2003-10-28,"Dormancy","42_44","2003",NA
2004-11-08,"Dormancy","42_44","2004",NA
2005-11-14,"Dormancy","42_44","2005",NA
2006-10-22,"Dormancy","42_44","2006",NA
2007-11-04,"Dormancy","42_44","2007",NA
2008-11-02,"Dormancy","42_44","2008",NA
2009-11-04,"Dormancy","42_44","2009",NA
2010-10-26,"Dormancy","42_44","2010",NA
2011-10-30,"Dormancy","42_44","2011",NA
2012-10-21,"Dormancy","42_44","2012",NA
2013-10-23,"Dormancy","42_44","2013",NA
2014-10-31,"Dormancy","42_44","2014",NA
2015-11-05,"Dormancy","42_44","2015",NA
2016-11-02,"Dormancy","42_44","2016",NA
2017-11-01,"Dormancy","42_44","2017",NA
2001-10-30,"Dormancy","42_45","2001",NA
2002-11-20,"Dormancy","42_45","2002",NA
2003-10-28,"Dormancy","42_45","2003",NA
2004-11-08,"Dormancy","42_45","2004",NA
2005-11-14,"Dormancy","42_45","2005",NA
2006-10-22,"Dormancy","42_45","2006",NA
2007-11-04,"Dormancy","42_45","2007",NA
2008-11-02,"Dormancy","42_45","2008",NA
2009-11-04,"Dormancy","42_45","2009",NA
2010-10-26,"Dormancy","42_45","2010",NA
2011-10-30,"Dormancy","42_45","2011",NA
2012-10-21,"Dormancy","42_45","2012",NA
2013-10-23,"Dormancy","42_45","2013",NA
2014-10-31,"Dormancy","42_45","2014",NA
2015-11-05,"Dormancy","42_45","2015",NA
2016-11-02,"Dormancy","42_45","2016",NA
2017-11-01,"Dormancy","42_45","2017",NA
2001-11-03,"Dormancy","44_45","2001",NA
2002-12-02,"Dormancy","44_45","2002",NA
2003-10-29,"Dormancy","44_45","2003",NA
2004-11-05,"Dormancy","44_45","2004",NA
2005-11-03,"Dormancy","44_45","2005",NA
2006-10-29,"Dormancy","44_45","2006",NA
2007-11-18,"Dormancy","44_45","2007",NA
2008-11-17,"Dormancy","44_45","2008",NA
2009-10-30,"Dormancy","44_45","2009",NA
2010-10-27,"Dormancy","44_45","2010",NA
2011-11-04,"Dormancy","44_45","2011",NA
2012-10-26,"Dormancy","44_45","2012",NA
2013-10-27,"Dormancy","44_45","2013",NA
2014-11-03,"Dormancy","44_45","2014",NA
2015-11-08,"Dormancy","44_45","2015",NA
2016-11-11,"Dormancy","44_45","2016",NA
2017-11-07,"Dormancy","44_45","2017",NA
2001-11-03,"Dormancy","44_44","2001",NA
2002-12-02,"Dormancy","44_44","2002",NA
2003-10-29,"Dormancy","44_44","2003",NA
2004-11-05,"Dormancy","44_44","2004",NA
2005-11-03,"Dormancy","44_44","2005",NA
2006-10-29,"Dormancy","44_44","2006",NA
2007-11-18,"Dormancy","44_44","2007",NA
2008-11-17,"Dormancy","44_44","2008",NA
2009-10-30,"Dormancy","44_44","2009",NA
2010-10-27,"Dormancy","44_44","2010",NA
2011-11-04,"Dormancy","44_44","2011",NA
2012-10-26,"Dormancy","44_44","2012",NA
2013-10-27,"Dormancy","44_44","2013",NA
2014-11-03,"Dormancy","44_44","2014",NA
2015-11-08,"Dormancy","44_44","2015",NA
2016-11-11,"Dormancy","44_44","2016",NA
2017-11-07,"Dormancy","44_44","2017",NA
2001-11-03,"Dormancy","44_43","2001",NA
2002-12-02,"Dormancy","44_43","2002",NA
2003-10-29,"Dormancy","44_43","2003",NA
2004-11-05,"Dormancy","44_43","2004",NA
2005-11-03,"Dormancy","44_43","2005",NA
2006-10-29,"Dormancy","44_43","2006",NA
2007-11-18,"Dormancy","44_43","2007",NA
2008-11-17,"Dormancy","44_43","2008",NA
2009-10-30,"Dormancy","44_43","2009",NA
2010-10-27,"Dormancy","44_43","2010",NA
2011-11-04,"Dormancy","44_43","2011",NA
2012-10-26,"Dormancy","44_43","2012",NA
2013-10-27,"Dormancy","44_43","2013",NA
2014-11-03,"Dormancy","44_43","2014",NA
2015-11-08,"Dormancy","44_43","2015",NA
2016-11-11,"Dormancy","44_43","2016",NA
2017-11-07,"Dormancy","44_43","2017",NA
2001-06-08,"Maturity","43_44","2001",NA
2002-06-20,"Maturity","43_44","2002",NA
2003-06-18,"Maturity","43_44","2003",NA
2004-06-04,"Maturity","43_44","2004",NA
2005-06-14,"Maturity","43_44","2005",NA
2006-06-12,"Maturity","43_44","2006",NA
2007-06-11,"Maturity","43_44","2007",NA
2008-06-09,"Maturity","43_44","2008",NA
2009-06-03,"Maturity","43_44","2009",NA
2010-06-09,"Maturity","43_44","2010",NA
2011-06-09,"Maturity","43_44","2011",NA
2012-06-03,"Maturity","43_44","2012",NA
2013-06-08,"Maturity","43_44","2013",NA
2014-06-12,"Maturity","43_44","2014",NA
2015-06-08,"Maturity","43_44","2015",NA
2016-06-11,"Maturity","43_44","2016",NA
2017-06-21,"Maturity","43_44","2017",NA
2001-06-09,"Maturity","43_45","2001",NA
2002-06-23,"Maturity","43_45","2002",NA
2003-06-14,"Maturity","43_45","2003",NA
2004-06-05,"Maturity","43_45","2004",NA
2005-06-14,"Maturity","43_45","2005",NA
2006-06-10,"Maturity","43_45","2006",NA
2007-06-11,"Maturity","43_45","2007",NA
2008-06-13,"Maturity","43_45","2008",NA
2009-06-01,"Maturity","43_45","2009",NA
2010-06-04,"Maturity","43_45","2010",NA
2011-06-07,"Maturity","43_45","2011",NA
2012-06-04,"Maturity","43_45","2012",NA
2013-06-11,"Maturity","43_45","2013",NA
2014-06-12,"Maturity","43_45","2014",NA
2015-06-08,"Maturity","43_45","2015",NA
2016-06-11,"Maturity","43_45","2016",NA
2017-06-23,"Maturity","43_45","2017",NA
2001-06-08,"Maturity","43_43","2001",NA
2002-06-20,"Maturity","43_43","2002",NA
2003-06-18,"Maturity","43_43","2003",NA
2004-06-04,"Maturity","43_43","2004",NA
2005-06-14,"Maturity","43_43","2005",NA
2006-06-12,"Maturity","43_43","2006",NA
2007-06-11,"Maturity","43_43","2007",NA
2008-06-09,"Maturity","43_43","2008",NA
2009-06-03,"Maturity","43_43","2009",NA
2010-06-09,"Maturity","43_43","2010",NA
2011-06-09,"Maturity","43_43","2011",NA
2012-06-03,"Maturity","43_43","2012",NA
2013-06-08,"Maturity","43_43","2013",NA
2014-06-12,"Maturity","43_43","2014",NA
2015-06-08,"Maturity","43_43","2015",NA
2016-06-11,"Maturity","43_43","2016",NA
2017-06-21,"Maturity","43_43","2017",NA
2001-06-07,"Maturity","42_43","2001",NA
2002-06-18,"Maturity","42_43","2002",NA
2003-06-19,"Maturity","42_43","2003",NA
2004-06-08,"Maturity","42_43","2004",NA
2005-06-14,"Maturity","42_43","2005",NA
2006-06-12,"Maturity","42_43","2006",NA
2007-06-15,"Maturity","42_43","2007",NA
2008-06-11,"Maturity","42_43","2008",NA
2009-06-05,"Maturity","42_43","2009",NA
2010-06-08,"Maturity","42_43","2010",NA
2011-06-09,"Maturity","42_43","2011",NA
2012-06-03,"Maturity","42_43","2012",NA
2013-06-04,"Maturity","42_43","2013",NA
2014-06-16,"Maturity","42_43","2014",NA
2015-06-09,"Maturity","42_43","2015",NA
2016-06-17,"Maturity","42_43","2016",NA
2017-06-12,"Maturity","42_43","2017",NA
2001-06-09,"Maturity","42_44","2001",NA
2002-06-22,"Maturity","42_44","2002",NA
2003-06-16,"Maturity","42_44","2003",NA
2004-06-05,"Maturity","42_44","2004",NA
2005-06-11,"Maturity","42_44","2005",NA
2006-06-11,"Maturity","42_44","2006",NA
2007-06-12,"Maturity","42_44","2007",NA
2008-06-11,"Maturity","42_44","2008",NA
2009-06-03,"Maturity","42_44","2009",NA
2010-06-05,"Maturity","42_44","2010",NA
2011-06-06,"Maturity","42_44","2011",NA
2012-06-03,"Maturity","42_44","2012",NA
2013-06-08,"Maturity","42_44","2013",NA
2014-06-14,"Maturity","42_44","2014",NA
2015-06-09,"Maturity","42_44","2015",NA
2016-06-16,"Maturity","42_44","2016",NA
2017-06-19,"Maturity","42_44","2017",NA
2001-06-09,"Maturity","42_45","2001",NA
2002-06-22,"Maturity","42_45","2002",NA
2003-06-16,"Maturity","42_45","2003",NA
2004-06-05,"Maturity","42_45","2004",NA
2005-06-11,"Maturity","42_45","2005",NA
2006-06-11,"Maturity","42_45","2006",NA
2007-06-12,"Maturity","42_45","2007",NA
2008-06-11,"Maturity","42_45","2008",NA
2009-06-03,"Maturity","42_45","2009",NA
2010-06-05,"Maturity","42_45","2010",NA
2011-06-06,"Maturity","42_45","2011",NA
2012-06-03,"Maturity","42_45","2012",NA
2013-06-08,"Maturity","42_45","2013",NA
2014-06-14,"Maturity","42_45","2014",NA
2015-06-09,"Maturity","42_45","2015",NA
2016-06-16,"Maturity","42_45","2016",NA
2017-06-19,"Maturity","42_45","2017",NA
2001-06-08,"Maturity","44_45","2001",NA
2002-06-20,"Maturity","44_45","2002",NA
2003-06-18,"Maturity","44_45","2003",NA
2004-06-04,"Maturity","44_45","2004",NA
2005-06-14,"Maturity","44_45","2005",NA
2006-06-12,"Maturity","44_45","2006",NA
2007-06-11,"Maturity","44_45","2007",NA
2008-06-09,"Maturity","44_45","2008",NA
2009-06-03,"Maturity","44_45","2009",NA
2010-06-09,"Maturity","44_45","2010",NA
2011-06-09,"Maturity","44_45","2011",NA
2012-06-03,"Maturity","44_45","2012",NA
2013-06-08,"Maturity","44_45","2013",NA
2014-06-12,"Maturity","44_45","2014",NA
2015-06-08,"Maturity","44_45","2015",NA
2016-06-11,"Maturity","44_45","2016",NA
2017-06-21,"Maturity","44_45","2017",NA
2001-06-08,"Maturity","44_44","2001",NA
2002-06-20,"Maturity","44_44","2002",NA
2003-06-18,"Maturity","44_44","2003",NA
2004-06-04,"Maturity","44_44","2004",NA
2005-06-14,"Maturity","44_44","2005",NA
2006-06-12,"Maturity","44_44","2006",NA
2007-06-11,"Maturity","44_44","2007",NA
2008-06-09,"Maturity","44_44","2008",NA
2009-06-03,"Maturity","44_44","2009",NA
2010-06-09,"Maturity","44_44","2010",NA
2011-06-09,"Maturity","44_44","2011",NA
2012-06-03,"Maturity","44_44","2012",NA
2013-06-08,"Maturity","44_44","2013",NA
2014-06-12,"Maturity","44_44","2014",NA
2015-06-08,"Maturity","44_44","2015",NA
2016-06-11,"Maturity","44_44","2016",NA
2017-06-21,"Maturity","44_44","2017",NA
2001-06-08,"Maturity","44_43","2001",NA
2002-06-20,"Maturity","44_43","2002",NA
2003-06-18,"Maturity","44_43","2003",NA
2004-06-04,"Maturity","44_43","2004",NA
2005-06-14,"Maturity","44_43","2005",NA
2006-06-12,"Maturity","44_43","2006",NA
2007-06-11,"Maturity","44_43","2007",NA
2008-06-09,"Maturity","44_43","2008",NA
2009-06-03,"Maturity","44_43","2009",NA
2010-06-09,"Maturity","44_43","2010",NA
2011-06-09,"Maturity","44_43","2011",NA
2012-06-03,"Maturity","44_43","2012",NA
2013-06-08,"Maturity","44_43","2013",NA
2014-06-12,"Maturity","44_43","2014",NA
2015-06-08,"Maturity","44_43","2015",NA
2016-06-11,"Maturity","44_43","2016",NA
2017-06-21,"Maturity","44_43","2017",NA
2001-10-08,"MidGreendown","43_44","2001",NA
2002-10-22,"MidGreendown","43_44","2002",NA
2003-10-07,"MidGreendown","43_44","2003",NA
2004-10-10,"MidGreendown","43_44","2004",NA
2005-10-07,"MidGreendown","43_44","2005",NA
2006-10-02,"MidGreendown","43_44","2006",NA
2007-10-10,"MidGreendown","43_44","2007",NA
2008-10-10,"MidGreendown","43_44","2008",NA
2009-10-09,"MidGreendown","43_44","2009",NA
2010-10-04,"MidGreendown","43_44","2010",NA
2011-10-04,"MidGreendown","43_44","2011",NA
2012-09-29,"MidGreendown","43_44","2012",NA
2013-10-03,"MidGreendown","43_44","2013",NA
2014-10-09,"MidGreendown","43_44","2014",NA
2015-10-14,"MidGreendown","43_44","2015",NA
2016-10-14,"MidGreendown","43_44","2016",NA
2017-10-04,"MidGreendown","43_44","2017",NA
2001-10-03,"MidGreendown","43_45","2001",NA
2002-10-17,"MidGreendown","43_45","2002",NA
2003-10-02,"MidGreendown","43_45","2003",NA
2004-10-07,"MidGreendown","43_45","2004",NA
2005-10-07,"MidGreendown","43_45","2005",NA
2006-09-28,"MidGreendown","43_45","2006",NA
2007-10-09,"MidGreendown","43_45","2007",NA
2008-10-05,"MidGreendown","43_45","2008",NA
2009-10-04,"MidGreendown","43_45","2009",NA
2010-10-01,"MidGreendown","43_45","2010",NA
2011-10-02,"MidGreendown","43_45","2011",NA
2012-09-22,"MidGreendown","43_45","2012",NA
2013-09-30,"MidGreendown","43_45","2013",NA
2014-10-05,"MidGreendown","43_45","2014",NA
2015-10-10,"MidGreendown","43_45","2015",NA
2016-10-08,"MidGreendown","43_45","2016",NA
2017-10-01,"MidGreendown","43_45","2017",NA
2001-10-08,"MidGreendown","43_43","2001",NA
2002-10-22,"MidGreendown","43_43","2002",NA
2003-10-07,"MidGreendown","43_43","2003",NA
2004-10-10,"MidGreendown","43_43","2004",NA
2005-10-07,"MidGreendown","43_43","2005",NA
2006-10-02,"MidGreendown","43_43","2006",NA
2007-10-10,"MidGreendown","43_43","2007",NA
2008-10-10,"MidGreendown","43_43","2008",NA
2009-10-09,"MidGreendown","43_43","2009",NA
2010-10-04,"MidGreendown","43_43","2010",NA
2011-10-04,"MidGreendown","43_43","2011",NA
2012-09-29,"MidGreendown","43_43","2012",NA
2013-10-03,"MidGreendown","43_43","2013",NA
2014-10-09,"MidGreendown","43_43","2014",NA
2015-10-14,"MidGreendown","43_43","2015",NA
2016-10-14,"MidGreendown","43_43","2016",NA
2017-10-04,"MidGreendown","43_43","2017",NA
2001-10-02,"MidGreendown","42_43","2001",NA
2002-10-14,"MidGreendown","42_43","2002",NA
2003-10-06,"MidGreendown","42_43","2003",NA
2004-10-08,"MidGreendown","42_43","2004",NA
2005-10-10,"MidGreendown","42_43","2005",NA
2006-09-26,"MidGreendown","42_43","2006",NA
2007-10-10,"MidGreendown","42_43","2007",NA
2008-10-08,"MidGreendown","42_43","2008",NA
2009-10-06,"MidGreendown","42_43","2009",NA
2010-10-06,"MidGreendown","42_43","2010",NA
2011-10-03,"MidGreendown","42_43","2011",NA
2012-09-28,"MidGreendown","42_43","2012",NA
2013-10-01,"MidGreendown","42_43","2013",NA
2014-10-09,"MidGreendown","42_43","2014",NA
2015-10-12,"MidGreendown","42_43","2015",NA
2016-10-10,"MidGreendown","42_43","2016",NA
2017-10-04,"MidGreendown","42_43","2017",NA
2001-10-02,"MidGreendown","42_44","2001",NA
2002-10-15,"MidGreendown","42_44","2002",NA
2003-10-06,"MidGreendown","42_44","2003",NA
2004-10-11,"MidGreendown","42_44","2004",NA
2005-10-16,"MidGreendown","42_44","2005",NA
2006-09-29,"MidGreendown","42_44","2006",NA
2007-10-08,"MidGreendown","42_44","2007",NA
2008-10-03,"MidGreendown","42_44","2008",NA
2009-10-10,"MidGreendown","42_44","2009",NA
2010-10-03,"MidGreendown","42_44","2010",NA
2011-10-03,"MidGreendown","42_44","2011",NA
2012-09-25,"MidGreendown","42_44","2012",NA
2013-10-01,"MidGreendown","42_44","2013",NA
2014-10-08,"MidGreendown","42_44","2014",NA
2015-10-12,"MidGreendown","42_44","2015",NA
2016-10-10,"MidGreendown","42_44","2016",NA
2017-09-30,"MidGreendown","42_44","2017",NA
2001-10-02,"MidGreendown","42_45","2001",NA
2002-10-15,"MidGreendown","42_45","2002",NA
2003-10-06,"MidGreendown","42_45","2003",NA
2004-10-11,"MidGreendown","42_45","2004",NA
2005-10-16,"MidGreendown","42_45","2005",NA
2006-09-29,"MidGreendown","42_45","2006",NA
2007-10-08,"MidGreendown","42_45","2007",NA
2008-10-03,"MidGreendown","42_45","2008",NA
2009-10-10,"MidGreendown","42_45","2009",NA
2010-10-03,"MidGreendown","42_45","2010",NA
2011-10-03,"MidGreendown","42_45","2011",NA
2012-09-25,"MidGreendown","42_45","2012",NA
2013-10-01,"MidGreendown","42_45","2013",NA
2014-10-08,"MidGreendown","42_45","2014",NA
2015-10-12,"MidGreendown","42_45","2015",NA
2016-10-10,"MidGreendown","42_45","2016",NA
2017-09-30,"MidGreendown","42_45","2017",NA
2001-10-08,"MidGreendown","44_45","2001",NA
2002-10-22,"MidGreendown","44_45","2002",NA
2003-10-07,"MidGreendown","44_45","2003",NA
2004-10-10,"MidGreendown","44_45","2004",NA
2005-10-07,"MidGreendown","44_45","2005",NA
2006-10-02,"MidGreendown","44_45","2006",NA
2007-10-10,"MidGreendown","44_45","2007",NA
2008-10-10,"MidGreendown","44_45","2008",NA
2009-10-09,"MidGreendown","44_45","2009",NA
2010-10-04,"MidGreendown","44_45","2010",NA
2011-10-04,"MidGreendown","44_45","2011",NA
2012-09-29,"MidGreendown","44_45","2012",NA
2013-10-03,"MidGreendown","44_45","2013",NA
2014-10-09,"MidGreendown","44_45","2014",NA
2015-10-14,"MidGreendown","44_45","2015",NA
2016-10-14,"MidGreendown","44_45","2016",NA
2017-10-04,"MidGreendown","44_45","2017",NA
2001-10-08,"MidGreendown","44_44","2001",NA
2002-10-22,"MidGreendown","44_44","2002",NA
2003-10-07,"MidGreendown","44_44","2003",NA
2004-10-10,"MidGreendown","44_44","2004",NA
2005-10-07,"MidGreendown","44_44","2005",NA
2006-10-02,"MidGreendown","44_44","2006",NA
2007-10-10,"MidGreendown","44_44","2007",NA
2008-10-10,"MidGreendown","44_44","2008",NA
2009-10-09,"MidGreendown","44_44","2009",NA
2010-10-04,"MidGreendown","44_44","2010",NA
2011-10-04,"MidGreendown","44_44","2011",NA
