SiteID,days_needed,tmean,year,gdd0base,gdd10base,agdd0base,agdd10base
ABBY,2014-02-17,3.67500019073486,2014,3.67500019073486,-0,177.19000890851,-0
ABBY,2014-02-18,4.29000043869019,2014,4.29000043869019,-0,181.4800093472,-0
ABBY,2014-02-19,3.86700010299683,2014,3.86700010299683,-0,185.347009450197,-0
ABBY,2014-02-20,2.00999999046326,2014,2.00999999046326,-0,187.35700944066,-0
ABBY,2014-02-21,2.74300003051758,2014,2.74300003051758,-0,190.100009471178,-0
ABBY,2014-02-22,3.2810001373291,2014,3.2810001373291,-0,193.381009608507,-0
ABBY,2014-02-23,1.72800004482269,2014,1.72800004482269,-0,195.10900965333,-0
ABBY,2014-02-24,4.28000020980835,2014,4.28000020980835,-0,199.389009863138,-0
ABBY,2014-02-25,3.88400030136108,2014,3.88400030136108,-0,203.273010164499,-0
ABBY,2014-02-26,3.75500011444092,2014,3.75500011444092,-0,207.02801027894,-0
ABBY,2014-02-27,4.35900020599365,2014,4.35900020599365,-0,211.387010484934,-0
ABBY,2014-02-28,3.64600014686584,2014,3.64600014686584,-0,215.0330106318,-0
ABBY,2014-03-01,6.41600036621094,2014,6.41600036621094,-0,221.449010998011,-0
ABBY,2014-03-02,1.27800011634827,2014,1.27800011634827,-0,222.727011114359,-0
ABBY,2014-03-03,2.46300005912781,2014,2.46300005912781,-0,225.190011173487,-0
ABBY,2014-03-04,7.9200005531311,2014,7.9200005531311,-0,233.110011726618,-0
ABBY,2014-03-05,8.23700046539307,2014,8.23700046539307,-0,241.347012192011,-0
ABBY,2014-03-06,8.73300075531006,2014,8.73300075531006,-0,250.080012947321,-0
ABBY,2014-03-07,6.94100046157837,2014,6.94100046157837,-0,257.021013408899,-0
ABBY,2014-03-08,8.73099994659424,2014,8.73099994659424,-0,265.752013355494,-0
ABBY,2014-03-09,7.74700021743774,2014,7.74700021743774,-0,273.499013572931,-0
ABBY,2014-03-10,9.26700019836426,2014,9.26700019836426,-0,282.766013771296,-0
ABBY,2014-03-11,5.41500043869019,2014,5.41500043869019,-0,288.181014209986,-0
ABBY,2014-03-12,6.70600032806396,2014,6.70600032806396,-0,294.88701453805,-0
ABBY,2014-03-13,9.60300064086914,2014,9.60300064086914,-0,304.490015178919,-0
ABBY,2014-03-14,8.38100051879883,2014,8.38100051879883,-0,312.871015697718,-0
ABBY,2014-03-15,7.62000036239624,2014,7.62000036239624,-0,320.491016060114,-0
ABBY,2014-03-16,9.8430004119873,2014,9.8430004119873,-0,330.334016472101,-0
ABBY,2014-03-17,6.68900012969971,2014,6.68900012969971,-0,337.023016601801,-0
ABBY,2014-03-18,3.40900015830994,2014,3.40900015830994,-0,340.432016760111,-0
ABBY,2014-03-19,5.79000043869019,2014,5.79000043869019,-0,346.222017198801,-0
ABBY,2014-03-20,3.31000018119812,2014,3.31000018119812,-0,349.532017379999,-0
ABBY,2014-03-21,3.40300011634827,2014,3.40300011634827,-0,352.935017496347,-0
ABBY,2014-03-22,5.10200023651123,2014,5.10200023651123,-0,358.037017732859,-0
ABBY,2014-03-23,6.97600030899048,2014,6.97600030899048,-0,365.013018041849,-0
ABBY,2014-03-24,7.64600038528442,2014,7.64600038528442,-0,372.659018427134,-0
ABBY,2014-03-25,10.9490003585815,2014,10.9490003585815,0.949000358581543,383.608018785715,0.949000358581543
ABBY,2014-03-26,7.014000415802,2014,7.014000415802,-0,390.622019201517,0.949000358581543
ABBY,2014-03-27,5.41900014877319,2014,5.41900014877319,-0,396.04101935029,0.949000358581543
ABBY,2014-03-28,5.51800012588501,2014,5.51800012588501,-0,401.559019476175,0.949000358581543
ABBY,2014-03-29,6.20100021362305,2014,6.20100021362305,-0,407.760019689798,0.949000358581543
ABBY,2014-03-30,5.85300016403198,2014,5.85300016403198,-0,413.61301985383,0.949000358581543
ABBY,2014-03-31,4.65799999237061,2014,4.65799999237061,-0,418.271019846201,0.949000358581543
ABBY,2014-04-01,7.37600040435791,2014,7.37600040435791,-0,425.647020250559,0.949000358581543
ABBY,2014-04-02,5.53200006484985,2014,5.53200006484985,-0,431.179020315409,0.949000358581543
ABBY,2014-04-03,8.16400051116943,2014,8.16400051116943,-0,439.343020826578,0.949000358581543
ABBY,2014-04-04,7.94800043106079,2014,7.94800043106079,-0,447.291021257639,0.949000358581543
ABBY,2014-04-05,7.36400032043457,2014,7.36400032043457,-0,454.655021578074,0.949000358581543
ABBY,2014-04-06,7.49100017547607,2014,7.49100017547607,-0,462.14602175355,0.949000358581543
ABBY,2014-04-07,10.1510000228882,2014,10.1510000228882,0.151000022888184,472.297021776438,1.10000038146973
ABBY,2014-04-08,14.2650003433228,2014,14.2650003433228,4.26500034332275,486.562022119761,5.36500072479248
ABBY,2014-04-09,12.5920009613037,2014,12.5920009613037,2.59200096130371,499.154023081064,7.95700168609619
ABBY,2014-04-10,8.31500053405762,2014,8.31500053405762,-0,507.469023615122,7.95700168609619
ABBY,2014-04-11,8.96000003814697,2014,8.96000003814697,-0,516.429023653269,7.95700168609619
ABBY,2014-04-12,10.1310005187988,2014,10.1310005187988,0.131000518798828,526.560024172068,8.08800220489502
ABBY,2014-04-13,9.52700042724609,2014,9.52700042724609,-0,536.087024599314,8.08800220489502
ABBY,2014-04-14,10.9450006484985,2014,10.9450006484985,0.945000648498535,547.032025247812,9.03300285339355
ABBY,2014-04-15,11.992000579834,2014,11.992000579834,1.99200057983398,559.024025827646,11.0250034332275
ABBY,2014-04-16,8.76100063323975,2014,8.76100063323975,-0,567.785026460886,11.0250034332275
ABBY,2014-04-17,9.04200077056885,2014,9.04200077056885,-0,576.827027231455,11.0250034332275
ABBY,2014-04-18,6.9680004119873,2014,6.9680004119873,-0,583.795027643442,11.0250034332275
ABBY,2014-04-19,8.43600082397461,2014,8.43600082397461,-0,592.231028467417,11.0250034332275
ABBY,2014-04-20,7.64600038528442,2014,7.64600038528442,-0,599.877028852701,11.0250034332275
ABBY,2014-04-21,10.1790008544922,2014,10.1790008544922,0.179000854492188,610.056029707193,11.2040042877197
ABBY,2014-04-22,11.451000213623,2014,11.451000213623,1.45100021362305,621.507029920816,12.6550045013428
ABBY,2014-04-23,6.6080002784729,2014,6.6080002784729,-0,628.115030199289,12.6550045013428
ABBY,2014-04-24,6.64300012588501,2014,6.64300012588501,-0,634.758030325174,12.6550045013428
ABBY,2014-04-25,7.33700037002563,2014,7.33700037002563,-0,642.0950306952,12.6550045013428
ABBY,2014-04-26,7.10900020599365,2014,7.10900020599365,-0,649.204030901194,12.6550045013428
ABBY,2014-04-27,7.31600046157837,2014,7.31600046157837,-0,656.520031362772,12.6550045013428
ABBY,2014-04-28,5.56800031661987,2014,5.56800031661987,-0,662.088031679392,12.6550045013428
ABBY,2014-04-29,9.0910005569458,2014,9.0910005569458,-0,671.179032236338,12.6550045013428
ABBY,2014-04-30,14.6290006637573,2014,14.6290006637573,4.62900066375732,685.808032900095,17.2840051651001
ABBY,2014-05-01,18.3860015869141,2014,18.3860015869141,8.38600158691406,704.194034487009,25.6700067520142
ABBY,2014-05-02,20.2770004272461,2014,20.2770004272461,10.2770004272461,724.471034914255,35.9470071792603
ABBY,2014-05-03,14.693000793457,2014,14.693000793457,4.69300079345703,739.164035707712,40.6400079727173
ABBY,2014-05-04,10.0780000686646,2014,10.0780000686646,0.0780000686645508,749.242035776377,40.7180080413818
ABBY,2014-05-05,9.85300064086914,2014,9.85300064086914,-0,759.095036417246,40.7180080413818
ABBY,2014-05-06,10.5100002288818,2014,10.5100002288818,0.510000228881836,769.605036646128,41.2280082702637
ABBY,2014-05-07,8.99400043487549,2014,8.99400043487549,-0,778.599037081003,41.2280082702637
ABBY,2014-05-08,9.66000080108643,2014,9.66000080108643,-0,788.25903788209,41.2280082702637
ABBY,2014-05-09,9.10200023651123,2014,9.10200023651123,-0,797.361038118601,41.2280082702637
ABBY,2014-05-10,7.47200012207031,2014,7.47200012207031,-0,804.833038240671,41.2280082702637
ABBY,2014-05-11,8.79400062561035,2014,8.79400062561035,-0,813.627038866282,41.2280082702637
ABBY,2014-05-12,11.532000541687,2014,11.532000541687,1.53200054168701,825.159039407969,42.7600088119507
ABBY,2014-05-13,14.3750009536743,2014,14.3750009536743,4.37500095367432,839.534040361643,47.135009765625
ABBY,2014-05-14,18.6540012359619,2014,18.6540012359619,8.65400123596191,858.188041597605,55.7890110015869
ABBY,2014-05-15,21.560001373291,2014,21.560001373291,11.560001373291,879.748042970896,67.3490123748779
ABBY,2014-05-16,18.3980007171631,2014,18.3980007171631,8.39800071716309,898.146043688059,75.747013092041
ABBY,2014-05-17,13.5050010681152,2014,13.5050010681152,3.50500106811523,911.651044756174,79.2520141601563
ABBY,2014-05-18,13.4140005111694,2014,13.4140005111694,3.41400051116943,925.065045267344,82.6660146713257
ABBY,2014-05-19,10.951000213623,2014,10.951000213623,0.951000213623047,936.016045480967,83.6170148849487
ABBY,2014-05-20,13.0080003738403,2014,13.0080003738403,3.00800037384033,949.024045854807,86.6250152587891
ABBY,2014-05-21,14.3420009613037,2014,14.3420009613037,4.34200096130371,963.366046816111,90.9670162200928
ABBY,2014-05-22,14.1830005645752,2014,14.1830005645752,4.1830005645752,977.549047380686,95.150016784668
ABBY,2014-05-23,17.0729999542236,2014,17.0729999542236,7.07299995422363,994.622047334909,102.223016738892
ABBY,2014-05-24,14.5970010757446,2014,14.5970010757446,4.59700107574463,1009.21904841065,106.820017814636
ABBY,2014-05-25,12.3590002059937,2014,12.3590002059937,2.35900020599365,1021.57804861665,109.17901802063
ABBY,2014-05-26,12.8780002593994,2014,12.8780002593994,2.87800025939941,1034.45604887605,112.057018280029
ABBY,2014-05-27,12.613000869751,2014,12.613000869751,2.61300086975098,1047.0690497458,114.67001914978
ABBY,2014-05-28,12.1550006866455,2014,12.1550006866455,2.15500068664551,1059.22405043244,116.825019836426
ABBY,2014-05-29,10.0080003738403,2014,10.0080003738403,0.00800037384033203,1069.23205080628,116.833020210266
ABBY,2014-05-30,10.6940002441406,2014,10.6940002441406,0.694000244140625,1079.92605105042,117.527020454407
ABBY,2014-05-31,14.3610010147095,2014,14.3610010147095,4.36100101470947,1094.28705206513,121.888021469116
ABBY,2014-06-01,15.2840003967285,2014,15.2840003967285,5.28400039672852,1109.57105246186,127.172021865845
ABBY,2014-06-02,14.5840005874634,2014,14.5840005874634,4.58400058746338,1124.15505304933,131.756022453308
ABBY,2014-06-03,15.774001121521,2014,15.774001121521,5.774001121521,1139.92905417085,137.530023574829
ABBY,2014-06-04,11.992000579834,2014,11.992000579834,1.99200057983398,1151.92105475068,139.522024154663
ABBY,2014-06-05,13.8330001831055,2014,13.8330001831055,3.83300018310547,1165.75405493379,143.355024337769
ABBY,2014-06-06,14.4690008163452,2014,14.4690008163452,4.46900081634521,1180.22305575013,147.824025154114
ABBY,2014-06-07,15.7480010986328,2014,15.7480010986328,5.74800109863281,1195.97105684876,153.572026252747
ABBY,2014-06-08,15.7560005187988,2014,15.7560005187988,5.75600051879883,1211.72705736756,159.328026771545
ABBY,2014-06-09,17.2070007324219,2014,17.2070007324219,7.20700073242188,1228.93405809999,166.535027503967
ABBY,2014-06-10,14.3320007324219,2014,14.3320007324219,4.33200073242188,1243.26605883241,170.867028236389
ABBY,2014-06-11,14.2550010681152,2014,14.2550010681152,4.25500106811523,1257.52105990052,175.122029304504
ABBY,2014-06-12,16.3990001678467,2014,16.3990001678467,6.39900016784668,1273.92006006837,181.521029472351
ABBY,2014-06-13,12.6470003128052,2014,12.6470003128052,2.64700031280518,1286.56706038117,184.168029785156
ABBY,2014-06-14,10.8010005950928,2014,10.8010005950928,0.801000595092773,1297.36806097627,184.969030380249
ABBY,2014-06-15,11.2570009231567,2014,11.2570009231567,1.25700092315674,1308.62506189942,186.226031303406
ABBY,2014-06-16,10.4500007629395,2014,10.4500007629395,0.450000762939453,1319.07506266236,186.676032066345
ABBY,2014-06-17,9.64100074768066,2014,9.64100074768066,-0,1328.71606341004,186.676032066345
ABBY,2014-06-18,9.58300018310547,2014,9.58300018310547,-0,1338.29906359315,186.676032066345
ABBY,2014-06-19,13.1810007095337,2014,13.1810007095337,3.18100070953369,1351.48006430268,189.857032775879
ABBY,2014-06-20,16.3010005950928,2014,16.3010005950928,6.30100059509277,1367.78106489778,196.158033370972
ABBY,2014-06-21,12.8560009002686,2014,12.8560009002686,2.85600090026855,1380.63706579804,199.01403427124
ABBY,2014-06-22,14.2790002822876,2014,14.2790002822876,4.2790002822876,1394.91606608033,203.293034553528
ABBY,2014-06-23,17.6300010681152,2014,17.6300010681152,7.63000106811523,1412.54606714845,210.923035621643
ABBY,2014-06-24,17.859001159668,2014,17.859001159668,7.85900115966797,1430.40506830812,218.782036781311
ABBY,2014-06-25,16.5480003356934,2014,16.5480003356934,6.54800033569336,1446.95306864381,225.330037117004
ABBY,2014-06-26,17.5400009155273,2014,17.5400009155273,7.54000091552734,1464.49306955934,232.870038032532
ABBY,2014-06-27,14.4720010757446,2014,14.4720010757446,4.47200107574463,1478.96507063508,237.342039108276
ABBY,2014-06-28,14.8120002746582,2014,14.8120002746582,4.8120002746582,1493.77707090974,242.154039382935
ABBY,2014-06-29,14.9480009078979,2014,14.9480009078979,4.94800090789795,1508.72507181764,247.102040290833
ABBY,2014-06-30,14.2150011062622,2014,14.2150011062622,4.21500110626221,1522.9400729239,251.317041397095
ABBY,2014-07-01,17.7470016479492,2014,17.7470016479492,7.74700164794922,1540.68707457185,259.064043045044
ABBY,2014-07-02,25.1870002746582,2014,25.1870002746582,15.1870002746582,1565.87407484651,274.251043319702
ABBY,2014-07-03,19.0780010223389,2014,19.0780010223389,9.07800102233887,1584.95207586884,283.329044342041
ABBY,2014-07-04,15.8230009078979,2014,15.8230009078979,5.82300090789795,1600.77507677674,289.152045249939
ABBY,2014-07-05,17.1470012664795,2014,17.1470012664795,7.14700126647949,1617.92207804322,296.299046516418
ABBY,2014-07-06,20.1250019073486,2014,20.1250019073486,10.1250019073486,1638.04707995057,306.424048423767
ABBY,2014-07-07,21.4670009613037,2014,21.4670009613037,11.4670009613037,1659.51408091187,317.891049385071
ABBY,2014-07-08,22.5310001373291,2014,22.5310001373291,12.5310001373291,1682.0450810492,330.4220495224
ABBY,2014-07-09,22.3070011138916,2014,22.3070011138916,12.3070011138916,1704.3520821631,342.729050636292
ABBY,2014-07-10,19.3290004730225,2014,19.3290004730225,9.32900047302246,1723.68108263612,352.058051109314
ABBY,2014-07-11,19.0980014801025,2014,19.0980014801025,9.09800148010254,1742.77908411622,361.156052589417
ABBY,2014-07-12,21.2370014190674,2014,21.2370014190674,11.2370014190674,1764.01608553529,372.393054008484
ABBY,2014-07-13,24.3270015716553,2014,24.3270015716553,14.3270015716553,1788.34308710694,386.720055580139
ABBY,2014-07-14,19.7830009460449,2014,19.7830009460449,9.78300094604492,1808.12608805299,396.503056526184
ABBY,2014-07-15,21.5270004272461,2014,21.5270004272461,11.5270004272461,1829.65308848023,408.03005695343
ABBY,2014-07-16,23.5780010223389,2014,23.5780010223389,13.5780010223389,1853.23108950257,421.608057975769
ABBY,2014-07-17,22.4340019226074,2014,22.4340019226074,12.4340019226074,1875.66509142518,434.042059898376
ABBY,2014-07-18,17.9340000152588,2014,17.9340000152588,7.93400001525879,1893.59909144044,441.976059913635
ABBY,2014-07-19,16.9070014953613,2014,16.9070014953613,6.90700149536133,1910.5060929358,448.883061408997
ABBY,2014-07-20,20.3860015869141,2014,20.3860015869141,10.3860015869141,1930.89209452271,459.269062995911
ABBY,2014-07-21,14.4650011062622,2014,14.4650011062622,4.46500110626221,1945.35709562898,463.734064102173
ABBY,2014-07-22,16.4260005950928,2014,16.4260005950928,6.42600059509277,1961.78309622407,470.160064697266
ABBY,2014-07-23,16.8910007476807,2014,16.8910007476807,6.89100074768066,1978.67409697175,477.051065444946
ABBY,2014-07-24,13.2900009155273,2014,13.2900009155273,3.29000091552734,1991.96409788728,480.341066360474
ABBY,2014-07-25,13.0040006637573,2014,13.0040006637573,3.00400066375732,2004.96809855103,483.345067024231
ABBY,2014-07-26,15.9500007629395,2014,15.9500007629395,5.95000076293945,2020.91809931397,489.29506778717
ABBY,2014-07-27,18.9750003814697,2014,18.9750003814697,8.97500038146973,2039.89309969544,498.27006816864
ABBY,2014-07-28,20.1400012969971,2014,20.1400012969971,10.1400012969971,2060.03310099244,508.410069465637
ABBY,2014-07-29,23.431001663208,2014,23.431001663208,13.431001663208,2083.46410265565,521.841071128845
ABBY,2014-07-30,22.5890007019043,2014,22.5890007019043,12.5890007019043,2106.05310335755,534.43007183075
ABBY,2014-07-31,21.7070007324219,2014,21.7070007324219,11.7070007324219,2127.76010408998,546.137072563171
ABBY,2014-08-01,22.2870006561279,2014,22.2870006561279,12.2870006561279,2150.0471047461,558.424073219299
ABBY,2014-08-02,23.4480018615723,2014,23.4480018615723,13.4480018615723,2173.49510660768,571.872075080872
ABBY,2014-08-03,21.4280014038086,2014,21.4280014038086,11.4280014038086,2194.92310801148,583.30007648468
ABBY,2014-08-04,22.7900009155273,2014,22.7900009155273,12.7900009155273,2217.71310892701,596.090077400208
ABBY,2014-08-05,22.3350009918213,2014,22.3350009918213,12.3350009918213,2240.04810991883,608.425078392029
ABBY,2014-08-06,18.7810001373291,2014,18.7810001373291,8.7810001373291,2258.82911005616,617.206078529358
ABBY,2014-08-07,18.818000793457,2014,18.818000793457,8.81800079345703,2277.64711084962,626.024079322815
ABBY,2014-08-08,17.4830017089844,2014,17.4830017089844,7.48300170898438,2295.1301125586,633.507081031799
ABBY,2014-08-09,16.5170001983643,2014,16.5170001983643,6.51700019836426,2311.64711275697,640.024081230164
ABBY,2014-08-10,18.443000793457,2014,18.443000793457,8.44300079345703,2330.09011355042,648.467082023621
ABBY,2014-08-11,23.6620006561279,2014,23.6620006561279,13.6620006561279,2353.75211420655,662.129082679749
ABBY,2014-08-12,26.5790004730225,2014,26.5790004730225,16.5790004730225,2380.33111467957,678.708083152771
ABBY,2014-08-13,20.7530002593994,2014,20.7530002593994,10.7530002593994,2401.08411493897,689.46108341217
ABBY,2014-08-14,17.5770015716553,2014,17.5770015716553,7.57700157165527,2418.66111651063,697.038084983826
ABBY,2014-08-15,17.9600009918213,2014,17.9600009918213,7.96000099182129,2436.62111750245,704.998085975647
ABBY,2014-08-16,18.480001449585,2014,18.480001449585,8.48000144958496,2455.10111895204,713.478087425232
ABBY,2014-08-17,19.8980007171631,2014,19.8980007171631,9.89800071716309,2474.9991196692,723.376088142395
ABBY,2014-08-18,20.806001663208,2014,20.806001663208,10.806001663208,2495.80512133241,734.182089805603
ABBY,2014-08-19,22.238000869751,2014,22.238000869751,12.238000869751,2518.04312220216,746.420090675354
ABBY,2014-08-20,20.0360012054443,2014,20.0360012054443,10.0360012054443,2538.0791234076,756.456091880798
ABBY,2014-08-21,15.1120004653931,2014,15.1120004653931,5.11200046539307,2553.191123873,761.568092346191
ABBY,2014-08-22,15.609001159668,2014,15.609001159668,5.60900115966797,2568.80012503266,767.177093505859
ABBY,2014-08-23,17.0620002746582,2014,17.0620002746582,7.0620002746582,2585.86212530732,774.239093780518
ABBY,2014-08-24,19.4460010528564,2014,19.4460010528564,9.44600105285645,2605.30812636018,783.685094833374
ABBY,2014-08-25,18.8240013122559,2014,18.8240013122559,8.82400131225586,2624.13212767243,792.50909614563
ABBY,2014-08-26,20.4130001068115,2014,20.4130001068115,10.4130001068115,2644.54512777925,802.922096252441
ABBY,2014-08-27,22.4730014801025,2014,22.4730014801025,12.4730014801025,2667.01812925935,815.395097732544
ABBY,2014-08-28,21.496000289917,2014,21.496000289917,11.496000289917,2688.51412954926,826.891098022461
ABBY,2014-08-29,18.6990013122559,2014,18.6990013122559,8.69900131225586,2707.21313086152,835.590099334717
ABBY,2014-08-30,16.4619998931885,2014,16.4619998931885,6.46199989318848,2723.67513075471,842.052099227905
ABBY,2014-08-31,13.9260005950928,2014,13.9260005950928,3.92600059509277,2737.6011313498,845.978099822998
ABBY,2014-09-01,14.4800004959106,2014,14.4800004959106,4.48000049591064,2752.08113184571,850.458100318909
ABBY,2014-09-02,15.7310009002686,2014,15.7310009002686,5.73100090026855,2767.81213274598,856.189101219177
ABBY,2014-09-03,13.9290008544922,2014,13.9290008544922,3.92900085449219,2781.74113360047,860.118102073669
ABBY,2014-09-04,12.7740001678467,2014,12.7740001678467,2.77400016784668,2794.51513376832,862.892102241516
ABBY,2014-09-05,16.2750015258789,2014,16.2750015258789,6.27500152587891,2810.7901352942,869.167103767395
ABBY,2014-09-06,19.826000213623,2014,19.826000213623,9.82600021362305,2830.61613550782,878.993103981018
ABBY,2014-09-07,21.439001083374,2014,21.439001083374,11.439001083374,2852.0551365912,890.432105064392
ABBY,2014-09-08,19.1820011138916,2014,19.1820011138916,9.1820011138916,2871.23713770509,899.614106178284
ABBY,2014-09-09,14.9460010528564,2014,14.9460010528564,4.94600105285645,2886.18313875794,904.56010723114
ABBY,2014-09-10,14.4250011444092,2014,14.4250011444092,4.42500114440918,2900.60813990235,908.985108375549
ABBY,2014-09-11,15.3970003128052,2014,15.3970003128052,5.39700031280518,2916.00514021516,914.382108688354
ABBY,2014-09-12,14.57200050354,2014,14.57200050354,4.57200050354004,2930.5771407187,918.954109191895
ABBY,2014-09-13,16.9260005950928,2014,16.9260005950928,6.92600059509277,2947.50314131379,925.880109786987
ABBY,2014-09-14,19.2330017089844,2014,19.2330017089844,9.23300170898438,2966.73614302278,935.113111495972
ABBY,2014-09-15,19.6630001068115,2014,19.6630001068115,9.66300010681152,2986.39914312959,944.776111602783
ABBY,2014-09-16,20.5610008239746,2014,20.5610008239746,10.5610008239746,3006.96014395356,955.337112426758
ABBY,2014-09-17,16.6830005645752,2014,16.6830005645752,6.6830005645752,3023.64314451814,962.020112991333
ABBY,2014-09-18,17.685001373291,2014,17.685001373291,7.68500137329102,3041.32814589143,969.705114364624
ABBY,2014-09-19,14.91100025177,2014,14.91100025177,4.91100025177002,3056.2391461432,974.616114616394
ABBY,2014-09-20,18.0570011138916,2014,18.0570011138916,8.0570011138916,3074.29614725709,982.673115730286
ABBY,2014-09-21,21.1840019226074,2014,21.1840019226074,11.1840019226074,3095.4801491797,993.857117652893
ABBY,2014-09-22,20.3770008087158,2014,20.3770008087158,10.3770008087158,3115.85714998841,1004.23411846161
ABBY,2014-09-23,15.5690011978149,2014,15.5690011978149,5.56900119781494,3131.42615118623,1009.80311965942
ABBY,2014-09-24,15.2390003204346,2014,15.2390003204346,5.23900032043457,3146.66515150666,1015.04211997986
ABBY,2014-09-25,13.4730005264282,2014,13.4730005264282,3.47300052642822,3160.13815203309,1018.51512050629
ABBY,2014-09-26,14.6870002746582,2014,14.6870002746582,4.6870002746582,3174.82515230775,1023.20212078094
ABBY,2014-09-27,13.951000213623,2014,13.951000213623,3.95100021362305,3188.77615252137,1027.15312099457
ABBY,2014-09-28,13.1770009994507,2014,13.1770009994507,3.17700099945068,3201.95315352082,1030.33012199402
ABBY,2014-09-29,15.3910007476807,2014,15.3910007476807,5.39100074768066,3217.3441542685,1035.7211227417
ABBY,2014-09-30,12.077000617981,2014,12.077000617981,2.07700061798096,3229.42115488648,1037.79812335968
ABBY,2014-10-01,11.5210008621216,2014,11.5210008621216,1.52100086212158,3240.94215574861,1039.3191242218
ABBY,2014-10-02,10.2200002670288,2014,10.2200002670288,0.220000267028809,3251.16215601563,1039.53912448883
ABBY,2014-10-03,12.0850009918213,2014,12.0850009918213,2.08500099182129,3263.24715700746,1041.62412548065
ABBY,2014-10-04,16.2779998779297,2014,16.2779998779297,6.27799987792969,3279.52515688539,1047.90212535858
